outcome	maximum_intersection	percentage_intersection	outcome_cluster	outcome_cluster_elements	omeans_cases	omeans_deaths	omeans_mobility	residential_cluster	residential_cluster_elements	rmeans_cases	rmeans_deaths	rmeans_mobility
Cases	8	0.8888888888888888	c-14	Ipiguá,Luís Antônio,Pacaembu,Miguelópolis,Engenheiro Coelho,Buri,Itariri,Fartura	0.9355194688669773	0.9344747321749625	0.9967566554180725	c-18	Ipiguá,Luís Antônio,Pacaembu,Miguelópolis,Joanópolis,Engenheiro Coelho,Buri,Itariri,Fartura	0.9333053259682953	0.9323766711309486	0.9887076615423069
Cases	0	0.0	c-1		0	0	0	c-19	Salto Grande,Vera Cruz	0.341964272560654	0.32050536391539153	0.4219535058117739
Cases	4	1.0	c-15	Santa Adélia,Pardinho,Boa Esperança do Sul,Águas da Prata	0.4940064594403908	0.4917813929669753	0.5302212223472067	c-20	Santa Adélia,Pardinho,Boa Esperança do Sul,Águas da Prata	0.4940064594403908	0.4917813929669753	0.5302212223472067
Cases	3	0.75	c-16	Urânia,Santa Rita do Passa Quatro,Chavantes	0.6397517871237656	0.6384995003659713	0.6943944506936633	c-21	Chavantes,Santa Rita do Passa Quatro,Juquitiba,Urânia	0.5952187537927145	0.5942795387243687	0.6940007499062617
Cases	4	1.0	c-15	Pradópolis,Nova Granada,Nova Europa,Palmares Paulista	0.47388693067101806	0.4665986815835269	0.5530558680164981	c-22	Palmares Paulista,Pradópolis,Nova Europa,Nova Granada	0.47388693067101806	0.46659868158352696	0.5530558680164982
Cases	10	1.0	c-17	Cedral,Guareí,Severínia,Bálsamo,Getulina,Ouroeste,Mirante do Paranapanema,Santa Branca,Ariranha,Pindorama	0.7570013549359802	0.7541871570873757	0.7836707911511062	c-23	Cedral,Guareí,Severínia,Bálsamo,Getulina,Ouroeste,Mirante do Paranapanema,Santa Branca,Ariranha,Pindorama	0.7570013549359802	0.7541871570873757	0.7836707911511062
Cases	9	0.9	c-18	Duartina,Rincão,Cardoso,Ibirá,Valentim Gentil,Estrela d'Oeste,Palestina,Monte Azul Paulista,Rinópolis	0.8826425327669166	0.8823791644417514	0.9015310586176728	c-24	Duartina,Rincão,Cardoso,Ibirá,Valentim Gentil,Estrela d'Oeste,Guapiaçu,Palestina,Monte Azul Paulista,Rinópolis	0.8620722218248508	0.861835190332202	0.9079527559055119
Cases	0	0.0	c-1		0	0	0	c-25	Rolante,Panambi	1.1402270347888983	1.0947181823339354	2.4451068616422944
Cases	2	1.0	c-19	Barra do Ribeiro,Salto do Jacuí	3.7584212685191694	3.7584212685191694	3.793082114735659	c-26	Barra do Ribeiro,Salto do Jacuí	3.7584212685191694	3.7584212685191694	3.793082114735659
Cases	2	0.6666666666666666	c-20	Mostardas,Cerro Largo	2.695666723644932	2.695666723644932	2.7378890138732666	c-27	Mostardas,Cerro Largo,São Pedro do Sul	2.6749885882631967	2.6749885882631967	2.7125171853518317
Cases	2	1.0	c-21	Palmares do Sul,Não-Me-Toque	1.9239045379201958	1.9147137751203889	2.0848706411698537	c-28	Palmares do Sul,Não-Me-Toque	1.9239045379201958	1.9147137751203889	2.0848706411698537
Cases	2	1.0	c-22	São Francisco de Paula,Agudo	0.7487670380483831	0.7278562902046675	0.9183352080989875	c-29	São Francisco de Paula,Agudo	0.7487670380483831	0.7278562902046675	0.9183352080989875
Cases	2	1.0	c-23	Roca Sales,Feliz	0.5740597061215448	0.5589815805617744	0.7580989876265465	c-30	Roca Sales,Feliz	0.5740597061215448	0.5589815805617744	0.7580989876265465
Cases	7	0.7777777777777778	c-26	Arroio do Tigre,Balneário Pinhal,Crissiumal,Quaraí,São Francisco de Assis,Pinheiro Machado,Tapes	0.719965056882761	0.7171155870268328	0.783070866141732	c-31	Arroio do Tigre,Balneário Pinhal,Piratini,Quaraí,Crissiumal,Cidreira,São Francisco de Assis,Pinheiro Machado,Tapes	0.7422581146588515	0.7386802658376026	0.8099800024996874
Cases	1	0.5	c-26	Nova Santa Rita	0.7452123795301112	0.7452123795301112	0.8935320584926884	c-32	Nova Santa Rita,Barão	0.8161780975937567	0.8161780975937567	0.8935320584926884
Cases	2	1.0	c-28	Júlio de Castilhos,Nova Bassano	1.6447199047833587	1.6416563171834229	1.7021934758155237	c-33	Júlio de Castilhos,Nova Bassano	1.6447199047833587	1.6416563171834229	1.7021934758155237
Cases	2	1.0	c-29	Araricá,Restinga Sêca	1.2158693095271071	1.2158693095271071	1.2520622422197225	c-34	Araricá,Restinga Sêca	1.2158693095271071	1.2158693095271071	1.2520622422197225
Cases	4	0.8	c-30	Butiá,Morro Reuter,Entre-Ijuís,Capão do Leão	1.2717661302593464	1.2717661302593464	1.2934008248968878	c-35	Butiá,Nova Hartz,Entre-Ijuís,Capão do Leão,Morro Reuter	1.261174544619513	1.261174544619513	1.3132695913010872
Cases	2	1.0	c-31	São Gabriel da Cachoeira,Presidente Figueiredo	3.3509275235250917	3.3306190097766852	3.4827334083239605	c-36	São Gabriel da Cachoeira,Presidente Figueiredo	3.3509275235250917	3.3306190097766852	3.4827334083239605
Cases	2	0.6666666666666666	c-32	Iranduba,Maués	3.381961352012344	3.375342292022677	3.482845894263217	c-37	Parintins,Iranduba,Maués	2.9304609513119626	2.921843362785182	3.459223847019123
Cases	3	1.0	c-33	Boca do Acre,Rio Preto da Eva,Manicoré	3.2852194725561232	3.284429367580627	3.3285151856018005	c-38	Boca do Acre,Rio Preto da Eva,Manicoré	3.2852194725561232	3.284429367580627	3.3285151856018005
Cases	0	0.0	c-1		0	0	0	c-39	Ipojuca,Paulista	2.7492021378985996	2.703448986344574	7.712823397075367
Cases	2	1.0	c-34	Taquaritinga do Norte,São José do Egito	1.9206665719817133	1.902908520760427	2.098875140607425	c-40	Taquaritinga do Norte,São José do Egito	1.9206665719817133	1.902908520760427	2.098875140607425
Cases	5	1.0	c-35	Aliança,São José do Belmonte,Petrolândia,Agrestina,Custódia	1.7942038069321868	1.7832190312946234	1.922579677540308	c-41	Aliança,São José do Belmonte,Petrolândia,Agrestina,Custódia	1.7942038069321868	1.7832190312946234	1.922579677540308
Cases	4	0.6666666666666666	c-37	Floresta,Ipubi,Pombos,Bodocó	1.2739457989108416	1.2645397497641264	1.4460817397825272	c-42	Ipubi,Toritama,São Bento do Una,Pombos,Bodocó,Floresta	1.2628081441642458	1.2508517239307746	1.4776215473065868
Cases	2	1.0	c-38	São Caitano,São José da Coroa Grande	1.3153518758722011	1.300345675061687	1.5395575553055871	c-43	São Caitano,São José da Coroa Grande	1.3153518758722011	1.300345675061687	1.5395575553055871
Cases	0	0.0	c-1		0	0	0	c-44	Lagoa do Carro,Orobó	3.883527614099604	3.8811572991731156	3.9814398200224965
Cases	3	1.0	c-39	Sanharó,Camocim de São Félix,Betânia	2.9330148752168133	2.9330148752168133	2.973003374578178	c-45	Sanharó,Camocim de São Félix,Betânia	2.9330148752168133	2.9330148752168133	2.973003374578178
Cases	3	1.0	c-40	Canhotinho,Rio Formoso,Cabrobó	2.53276389606914	2.531049427529047	2.627671541057368	c-46	Canhotinho,Rio Formoso,Cabrobó	2.53276389606914	2.531049427529047	2.627671541057368
Cases	7	0.875	c-41	Santa Maria da Boa Vista,Altinho,Vertentes,Catende,Sirinhaém,Chã Grande,Macaparana	2.501373145846681	2.501373145846681	2.5444319460067497	c-47	Santa Maria da Boa Vista,Altinho,Vertentes,Catende,Riacho das Almas,Sirinhaém,Chã Grande,Macaparana	2.492476364543673	2.492180075177862	2.5359955005624304
Cases	0	0.0	c-1		0	0	0	c-48	Imperatriz,São José de Ribamar	2.84546214821479	2.8139653487283334	6.066985376827894
Cases	0	0.0	c-1		0	0	0	c-49	Vitorino Freire,Chapadinha	5.059835833548023	5.059835833548023	5.124915635545554
Cases	0	0.0	c-1		0	0	0	c-50	Pinheiro,Pedreiras	3.862221999859655	3.820676406873531	5.52686539182602
Cases	2	1.0	c-42	Colinas,Itapecuru Mirim	6.61181324132108	6.61181324132108	6.625290588676417	c-51	Colinas,Itapecuru Mirim	6.61181324132108	6.61181324132108	6.625290588676417
Cases	5	0.7142857142857143	c-43	Lago da Pedra,Presidente Dutra,São Raimundo das Mangabeiras,Zé Doca,Coroatá	5.950202919643725	5.948029358633155	5.9741094863142115	c-52	Presidente Dutra,Lago da Pedra,São Raimundo das Mangabeiras,Barra do Corda,Zé Doca,Codó,Coroatá	5.9128802938550775	5.9113277502761	5.973137286410627
Cases	2	0.5	c-45	Grajaú,Vitória do Mearim	5.368124557155546	5.368124557155546	5.430427446569179	c-53	Bacabal,Vitória do Mearim,Grajaú,Viana	5.306314244471963	5.306314244471963	5.445894263217098
Cases	0	0.0	c-1		0	0	0	c-54	Ipueiras,Crato	3.8764846891803733	3.825405506878968	6.716291713535805
Cases	0	0.0	c-1		0	0	0	c-55	Pacatuba,Maracanaú	3.7557555225308255	3.680458123366701	7.536407949006373
Cases	0	0.0	c-1		0	0	0	c-56	Assaré,Cedro	0.5907605656855529	0.5600791264817082	0.8244844394450691
Cases	0	0.0	c-1		0	0	0	c-57	Pentecoste,Quixeré	0.35502249235956707	0.3405157924797044	0.5520622422197227
Cases	2	0.6666666666666666	c-46	Jaguaribe,Pereiro	1.253924543705896	1.253924543705896	1.3633670791151107	c-58	Jaguaribe,Cruz,Pereiro	1.2565470925830298	1.2552948058252353	1.3990813648293965
Cases	3	0.75	c-47	Marco,Barreira,Santa Quitéria	1.165293358089504	1.1612085746229235	1.2411323584551932	c-59	Itarema,Barreira,Marco,Santa Quitéria	1.1317671040396273	1.1269257802448258	1.218963254593176
Cases	4	1.0	c-48	Tabuleiro do Norte,Granja,Massapê,Jijoca de Jericoacoara	0.7905774616668539	0.7890456678668861	0.9193475815523058	c-60	Tabuleiro do Norte,Granja,Massapê,Jijoca de Jericoacoara	0.7905774616668539	0.7890456678668861	0.9193475815523058
Cases	3	1.0	c-49	São Benedito,Irauçuba,Bela Cruz	0.5251511308588913	0.5208906340337	0.6646794150731158	c-61	São Benedito,Irauçuba,Bela Cruz	0.5251511308588913	0.5208906340337	0.6646794150731158
Cases	3	0.75	c-50	Iracema,Varjota,Missão Velha	1.402465464139392	1.402465464139392	1.418710161229847	c-62	Morada Nova,Varjota,Iracema,Missão Velha	1.1249539139438398	1.1149718435597413	1.427568428946382
Cases	6	1.0	c-51	Guaraciaba do Norte,Guaiúba,Ubajara,Viçosa do Ceará,Amontada,Senador Pompeu	0.7055840689180185	0.7051890164302707	0.7827584051993499	c-63	Guaraciaba do Norte,Guaiúba,Ubajara,Viçosa do Ceará,Amontada,Senador Pompeu	0.7055840689180185	0.7051890164302707	0.7827584051993499
Cases	6	1.0	c-52	Lavras da Mangabeira,Monsenhor Tabosa,Novo Oriente,Santana do Acaraú,Nova Russas,Uruburetama	0.5213737421058742	0.5205836371303781	0.5821897262842145	c-64	Lavras da Mangabeira,Monsenhor Tabosa,Novo Oriente,Santana do Acaraú,Nova Russas,Uruburetama	0.5213737421058742	0.5205836371303781	0.5821897262842145
Cases	1	0.5	c-52	Itaitinga	0.5681485324450958	0.5681485324450958	0.7527934008248968	c-65	Campos Sales,Itaitinga	0.6549582617096266	0.6549582617096266	0.7527934008248968
Cases	1	0.5	c-53	Quixadá	0.7377786062085123	0.7377786062085123	0.8803524559430069	c-66	Jucás,Quixadá	0.8037099078943736	0.8037099078943736	0.8803524559430069
Cases	2	0.6666666666666666	c-55	Forquilha,Independência	1.446517401213701	1.446517401213701	1.4680914885639293	c-67	Forquilha,Independência,Aquiraz	1.39440178079679	1.3939395990144916	1.4680914885639293
Cases	0	0.0	c-1		0	0	0	c-68	Morrinhos,Tamboril,Eusébio	1.6932031351305605	1.687283784723465	2.0827146606674174
Cases	0	0.0	c-1		0	0	0	c-69	Chapecó,Rio dos Cedros	1.724977706576042	1.5526211771634544	4.536276715410576
Cases	0	0.0	c-1		0	0	0	c-70	Fraiburgo,Porto União	2.972157278388695	2.94220066005977	4.245791151106112
Cases	0	0.0	c-1		0	0	0	c-71	Rio do Sul,Gaspar	1.1346723998282764	1.0183462705812438	3.8865860517435302
Cases	0	0.0	c-1		0	0	0	c-72	Agrolândia,Indaial	2.805682691092575	2.7932212662239704	3.96241094863142
Cases	0	0.0	c-1		0	0	0	c-73	Palhoça,Iporã do Oeste	2.924348263174468	2.924348263174468	3.229602549681289
Cases	2	1.0	c-56	Massaranduba,Campo Alegre	2.7417349399443793	2.7417349399443793	2.8068991376077976	c-74	Massaranduba,Campo Alegre	2.7417349399443793	2.7417349399443793	2.8068991376077976
Cases	0	0.0	c-1		0	0	0	c-75	Guaramirim,Rio Negrinho,Coronel Freitas	2.3771292244252726	2.3763391194497765	2.6780902387201606
Cases	0	0.0	c-1		0	0	0	c-76	Campos Novos,Jacinto Machado	2.003174405280867	1.985728091248745	2.4324334458192727
Cases	2	0.4	c-57	Corupá,Palmitos	1.9689777440470135	1.9689777440470135	2.033277090363704	c-77	Itapoá,Luzerna,Corupá,Palmitos,Guaraciaba	1.9485319280544942	1.9485319280544942	2.0003074615673038
Cases	3	0.6	c-59	Trombudo Central,Cunha Porã,Luiz Alves	2.259938616391324	2.259938616391324	2.292450943632046	c-78	Trombudo Central,Penha,Cunha Porã,Luiz Alves,Santa Cecília	2.103525278714495	2.103051215729197	2.2750806149231346
Cases	14	0.7777777777777778	c-61	Abelardo Luz,Quilombo,Balneário Barra do Sul,Otacílio Costa,Itapiranga,Urubici,Pouso Redondo,Itá,Araquari,Irani,Faxinal dos Guedes,Pinhalzinho,Bombinhas,São José do Cedro	2.059741892542857	2.0587963125443323	2.0997616369382404	c-79	Garuva,Abelardo Luz,Barra Velha,Quilombo,Balneário Barra do Sul,Otacílio Costa,Itapiranga,Urubici,Pouso Redondo,Itá,Herval d'Oeste,Araquari,Irani,Faxinal dos Guedes,Pinhalzinho,Bombinhas,Campo Erê,São José do Cedro	2.061321247364093	2.0605857962541303	2.1018643502895475
Cases	0	0.0	c-1		0	0	0	c-80	Barra do Piraí,Barra Mansa,Volta Redonda	0.1370345047797884	-0.04733459573334986	7.296231721034872
Cases	0	0.0	c-1		0	0	0	c-81	Nilópolis,São Gonçalo	-0.4898296704339236	-0.7331655370411251	7.24055118110236
Cases	0	0.0	c-1		0	0	0	c-82	Paraíba do Sul,Itaguaí,Nova Iguaçu,Duque de Caxias,Belford Roxo,Araruama	0.9701661169694639	0.8178135505183715	6.596534808148983
Cases	2	1.0	c-63	Areal,Engenheiro Paulo de Frontin	2.5070522219552416	2.4807729230095887	2.5803899512560924	c-83	Areal,Engenheiro Paulo de Frontin	2.5070522219552416	2.4807729230095887	2.5803899512560924
Cases	0	0.0	c-1		0	0	0	c-84	Paty do Alferes,Mendes	3.8154177769449564	3.8154177769449564	3.900674915635542
Cases	2	1.0	c-64	Aperibé,Carapebus	2.4630156932970526	2.4630156932970526	2.5235470566179226	c-85	Aperibé,Carapebus	2.4630156932970526	2.4630156932970526	2.5235470566179226
Cases	1	0.5	c-64	Itatiaia	2.5024831820057285	2.5024831820057285	2.7629171353580793	c-86	Itatiaia,Carmo	2.62298174293114	2.62298174293114	2.7629171353580793
Cases	2	0.6666666666666666	c-66	Comendador Levy Gasparian,Cantagalo	2.7251893703567323	2.7251893703567323	2.7492688413948247	c-87	Comendador Levy Gasparian,Santo Antônio de Pádua,Cantagalo	2.7335358835259176	2.7335358835259176	2.7905636795400564
Cases	3	1.0	c-67	Silva Jardim,Seropédica,Queimados	3.282719562021297	3.2819294570458015	3.3507311586051727	c-88	Silva Jardim,Seropédica,Queimados	3.282719562021297	3.2819294570458015	3.3507311586051727
Cases	0	0.0	c-1		0	0	0	c-89	Pato Branco,Apucarana	0.6580357329528228	0.47458051694581926	4.491769778777655
Cases	0	0.0	c-1		0	0	0	c-90	Cruzeiro do Oeste,São Mateus do Sul	3.7111960172143297	3.7100108597510855	4.006055493063368
Cases	2	1.0	c-68	Joaquim Távora,Santa Mariana	1.231509463294747	1.2022018395312672	1.3294900637420324	c-91	Joaquim Távora,Santa Mariana	1.231509463294747	1.2022018395312672	1.3294900637420324
Cases	0	0.0	c-1		0	0	0	c-92	Piraquara,Dois Vizinhos	2.093526733614193	1.9880517726937748	3.448218972628421
Cases	3	1.0	c-69	Santo Antônio do Sudoeste,Sengés,Araruna	0.15781027836596462	0.1403801503378764	0.3856580427446568	c-93	Santo Antônio do Sudoeste,Sengés,Araruna	0.15781027836596462	0.1403801503378764	0.3856580427446568
Cases	0	0.0	c-1		0	0	0	c-94	Ribeirão Claro,Fazenda Rio Grande	1.1592289261261077	1.1592289261261077	1.7632920884889378
Cases	2	1.0	c-70	Rebouças,Colombo	0.9775476845888862	0.9685583096727305	1.1480877390326205	c-95	Rebouças,Colombo	0.9775476845888862	0.9685583096727305	1.1480877390326205
Cases	2	1.0	c-71	Santa Tereza do Oeste,Douradina	0.9045123417357407	0.9033271842724967	0.9459130108736412	c-96	Santa Tereza do Oeste,Douradina	0.9045123417357407	0.9033271842724967	0.9459130108736412
Cases	10	0.8333333333333334	c-72	Santa Isabel do Ivaí,Terra Rica,Cidade Gaúcha,Clevelândia,Mamborê,Jaguapitã,Florestópolis,Planalto,Laranjeiras do Sul,Piraí do Sul	0.8349249282137083	0.833699493173734	0.8603562054743161	c-97	Santa Isabel do Ivaí,Lapa,Cidade Gaúcha,Terra Rica,Clevelândia,Mamborê,Jaguapitã,Florestópolis,Planalto,Laranjeiras do Sul,São Jorge d'Oeste,Piraí do Sul	0.8089715442678235	0.8072941804221757	0.8549493813273346
Cases	6	0.8571428571428571	c-73	Porecatu,Salto do Lontra,Altônia,Curiúva,Candói,Santa Terezinha de Itaipu	0.272964980220423	0.2721748752449269	0.3044494438195228	c-98	Porecatu,Salto do Lontra,Candói,Coronel Vivida,Altônia,Curiúva,Santa Terezinha de Itaipu	0.29497769887614983	0.2906052332211857	0.3058840859178319
Cases	5	1.0	c-74	Uraí,Quitandinha,Carambeí,Ibaiti,Missal	0.1782683574617129	0.17408251274256786	0.20100112485939275	c-99	Uraí,Quitandinha,Carambeí,Ibaiti,Missal	0.1782683574617129	0.17408251274256786	0.20100112485939275
Cases	4	0.8	c-76	Jandaia do Sul,Pitanga,Realeza,Arapoti	0.8394598657991431	0.8394598657991431	0.8618672665916761	c-100	Realeza,Pitanga,Arapoti,Jandaia do Sul,Prudentópolis	0.7502485747772644	0.7494972027225877	0.8494263217097864
Cases	0	0.0	c-1		0	0	0	c-101	Ibirité,Betim	-0.07068806670832506	-0.3858882857270315	7.32569366329209
Cases	2	1.0	c-77	Ervália,Guaranésia	2.220199253777041	2.2190140963137974	2.252793400824897	c-102	Ervália,Guaranésia	2.220199253777041	2.2190140963137974	2.252793400824897
Cases	2	1.0	c-78	Santa Juliana,Conselheiro Pena	5.161332015120406	5.158004857482554	5.195369328833895	c-103	Conselheiro Pena,Santa Juliana	5.161332015120406	5.158004857482554	5.195369328833895
Cases	2	1.0	c-79	Nova Ponte,Francisco Sá	2.061705067203685	2.0542125869399372	2.141638545181853	c-104	Nova Ponte,Francisco Sá	2.061705067203685	2.0542125869399372	2.141638545181853
Cases	2	1.0	c-80	Divino,Poço Fundo	2.019927520451424	2.019927520451424	2.039276340457443	c-105	Divino,Poço Fundo	2.019927520451424	2.019927520451424	2.039276340457443
Cases	2	1.0	c-81	Lambari,Paraguaçu	2.9208026059427645	2.9161723253953014	3.00856767904012	c-106	Lambari,Paraguaçu	2.9208026059427645	2.9161723253953014	3.00856767904012
Cases	0	0.0	c-1		0	0	0	c-107	Pirapetinga,Guanhães	2.7872861264084747	2.769334303444393	3.643588301462317
Cases	2	0.6666666666666666	c-82	Rio Acima,Lima Duarte	2.881007116248588	2.8798219587853437	2.897225346831646	c-108	Padre Paraíso,Rio Acima,Lima Duarte	2.879239243400603	2.878449138425107	2.9346269216347953
Cases	2	1.0	c-83	Turmalina,Prados	2.3405094810915603	2.3362607360283807	2.4720472440944876	c-109	Turmalina,Prados	2.3405094810915603	2.3362607360283807	2.4720472440944876
Cases	2	0.6666666666666666	c-84	Jaíba,Juruaia	1.6571874877746064	1.6571874877746064	1.6888451443569557	c-110	Jaíba,Carmópolis de Minas,Juruaia	1.591818200813867	1.5809153197464318	1.7093175853018376
Cases	3	1.0	c-86	Três Marias,Inhapim,Pedralva	2.647924122588495	2.6471340176129985	2.6844769403824524	c-111	Três Marias,Inhapim,Pedralva	2.647924122588495	2.6471340176129985	2.6844769403824524
Cases	0	0.0	c-1		0	0	0	c-112	Cambuí,Camanducaia	1.990416769410568	1.9873531818106325	2.164135733033371
Cases	2	0.6666666666666666	c-87	Medina,Cássia	1.6015562198480784	1.6015562198480784	1.7331177352830895	c-113	Medina,Cássia,Águas Formosas	1.538162770059848	1.5373726650843522	1.6972253468316463
Cases	1	0.5	c-88	Machado	1.422273574018005	1.422273574018005	1.581083614548182	c-114	Arcos,Machado	1.4596398766611354	1.4596398766611354	1.6459130108736413
Cases	3	1.0	c-90	Brasília de Minas,Caetanópolis,Fronteira	1.845313128398603	1.845313128398603	1.9014810648668916	c-115	Brasília de Minas,Caetanópolis,Fronteira	1.845313128398603	1.845313128398603	1.9014810648668916
Cases	2	0.6666666666666666	c-91	Alvinópolis,Campanha	1.957719952936228	1.957719952936228	1.9812710911136107	c-116	Alvinópolis,Campos Altos,Campanha	1.9824277552957421	1.9824277552957421	2.006992875890514
Cases	2	0.5	c-92	Rio Pomba,Serra do Salitre	1.298735091168759	1.2847339002208562	1.4633108361454819	c-117	São Gonçalo do Rio Abaixo,Rio Pomba,Serra do Salitre,Caxambu	1.3891829569103935	1.3815897827048202	1.5307649043869516
Cases	3	1.0	c-93	Botelhos,São João Nepomuceno,Perdizes	1.3445635206317297	1.3445635206317297	1.3609486314210726	c-118	Perdizes,São João Nepomuceno,Botelhos	1.3445635206317297	1.3445635206317297	1.3609486314210726
Cases	3	1.0	c-94	Matias Barbosa,Conceição do Mato Dentro,Perdões	1.155709037053051	1.155709037053051	1.199793775778028	c-119	Matias Barbosa,Conceição do Mato Dentro,Perdões	1.155709037053051	1.155709037053051	1.199793775778028
Cases	2	0.6666666666666666	c-96	Muzambinho,Borda da Mata	2.294943064139546	2.294943064139546	2.326152980877391	c-120	Matozinhos,Muzambinho,Borda da Mata	1.845769104558336	1.8426822508600271	2.32090363704537
Cases	2	0.6666666666666666	c-97	Bocaiúva,Bicas	2.7761083054120297	2.7761083054120297	2.787307836520436	c-121	Coromandel,Bocaiúva,Bicas	2.471153889137638	2.4641070509180985	2.787307836520436
Cases	1	0.5	c-97	Bom Despacho	2.773682809208722	2.773682809208722	2.8673603299587556	c-122	Ibiraci,Bom Despacho	2.7919182722542057	2.7919182722542057	2.846887889013874
Cases	2	1.0	c-98	Areado,Passa Quatro	2.721196866110471	2.721196866110471	2.730352455943008	c-123	Areado,Passa Quatro	2.721196866110471	2.721196866110471	2.730352455943008
Cases	2	1.0	c-99	Barroso,Carlos Chagas	1.8540758990788517	1.8540758990788517	1.9306149231346086	c-124	Barroso,Carlos Chagas	1.8540758990788517	1.8540758990788517	1.9306149231346086
Cases	2	1.0	c-100	Manhumirim,Estiva	1.6938938266841377	1.6916338610631625	1.744000749906262	c-125	Manhumirim,Estiva	1.6938938266841377	1.6916338610631625	1.744000749906262
Cases	2	1.0	c-102	Resende Costa,São Roque de Minas	1.4988363093757884	1.4988363093757884	1.53350206224222	c-126	Resende Costa,São Roque de Minas	1.4988363093757884	1.4988363093757884	1.53350206224222
Cases	26	0.9629629629629629	c-103	Santa Maria de Itabira,Mantena,Alterosa,Coração de Jesus,São Gonçalo do Sapucaí,Nova Resende,Antônio Carlos,São Domingos do Prata,Itamonte,Mar de Espanha,Porteirinha,Rio Paranaíba,São João Evangelista,Vazante,Maria da Fé,Congonhal,Carmo do Paranaíba,Pompéu,Capitólio,Monte Sião,Lagoa Formosa,Rio Piracicaba,Itaú de Minas,Ipanema,Monte Azul,Dores do Indaiá	1.4950479344446443	1.4944321186495237	1.5369660523203839	c-127	Dores do Indaiá,Santa Maria de Itabira,Mantena,Alterosa,Coração de Jesus,São Gonçalo do Sapucaí,Nova Resende,Antônio Carlos,São Domingos do Prata,Mar de Espanha,Iturama,Itamonte,Porteirinha,Rio Paranaíba,São João Evangelista,Vazante,Maria da Fé,Congonhal,Carmo do Paranaíba,Pompéu,Capitólio,Monte Sião,Lagoa Formosa,Rio Piracicaba,Itaú de Minas,Monte Azul,Ipanema	1.482370864767275	1.4816387139914784	1.542757849713231
