type_scenario	variable_column_x	city	predicted_cluster
srag	Cases	Nova Iguaçu	9
srag	Cases	Paraíba do Sul	2
srag	Cases	Miguel Pereira	1
srag	Cases	Magé	2
srag	Cases	Mesquita	1
srag	Cases	Itaocara	1
srag	Cases	São João da Barra	1
srag	Cases	Conceição de Macabu	11
srag	Cases	Pinheiral	11
srag	Cases	Quatis	1
srag	Cases	Tanguá	1
srag	Cases	Cachoeiras de Macacu	1
srag	Cases	Japeri	0
srag	Cases	Porto Real	6
srag	Cases	Casimiro de Abreu	0
srag	Cases	Bom Jesus do Itabapoana	6
srag	Cases	Três Rios	2
srag	Cases	Porciúncula	6
srag	Cases	São Francisco de Itabapoana	1
srag	Cases	Guapimirim	1
srag	Cases	Iguaba Grande	1
srag	Cases	Armação dos Búzios	1
srag	Cases	Italva	2
srag	Cases	Sumidouro	2
srag	Cases	Sapucaia	1
srag	Cases	Areal	1
srag	Cases	Engenheiro Paulo de Frontin	1
srag	Cases	Mangaratiba	1
srag	Cases	Paracambi	1
srag	Cases	Mendes	1
srag	Cases	Paty do Alferes	1
srag	Cases	Cambuci	1
srag	Cases	Carapebus	1
srag	Cases	Aperibé	1
srag	Cases	Itatiaia	1
srag	Cases	Carmo	1
srag	Cases	Santo Antônio de Pádua	1
srag	Cases	Comendador Levy Gasparian	1
srag	Cases	Cantagalo	1
srag	Cases	São Pedro da Aldeia	1
srag	Cases	Silva Jardim	1
srag	Cases	Seropédica	1
srag	Cases	Queimados	1
srag	Cases	Curitiba	9
srag	Cases	Guaraniaçu	12
srag	Cases	Paraíso do Norte	5
srag	Cases	Paranavaí	10
srag	Cases	Londrina	9
srag	Cases	Maringá	9
srag	Cases	Campina Grande do Sul	10
srag	Cases	Telêmaco Borba	12
srag	Cases	Campo Largo	10
srag	Cases	Foz do Iguaçu	9
srag	Cases	Palmas	10
srag	Cases	Itaperuçu	5
srag	Cases	Ivaiporã	12
srag	Cases	Toledo	10
srag	Cases	Santa Izabel do Oeste	6
srag	Cases	Francisco Beltrão	10
srag	Cases	Arapongas	10
srag	Cases	Cianorte	9
srag	Cases	Umuarama	10
srag	Cases	Pato Branco	10
srag	Cases	Apucarana	10
srag	Cases	Ponta Grossa	9
srag	Cases	Cornélio Procópio	10
srag	Cases	Araucária	12
srag	Cases	Campo Mourão	9
srag	Cases	Cruzeiro do Oeste	6
srag	Cases	São Mateus do Sul	5
srag	Cases	Guarapuava	10
srag	Cases	Santa Helena	5
srag	Cases	Chopinzinho	12
srag	Cases	Medianeira	12
srag	Cases	Tibagi	12
srag	Cases	Santo Antônio da Platina	10
srag	Cases	São José dos Pinhais	10
srag	Cases	Rolândia	12
srag	Cases	Jacarezinho	12
srag	Cases	Palmeira	12
srag	Cases	Paranaguá	10
srag	Cases	Jaguariaíva	5
srag	Cases	Nova Esperança	5
srag	Cases	Ibiporã	12
srag	Cases	Assaí	6
srag	Cases	Colorado	10
srag	Cases	Nova Santa Rosa	10
srag	Cases	Quedas do Iguaçu	10
srag	Cases	Rio Branco do Sul	10
srag	Cases	Terra Boa	10
srag	Cases	Cambé	9
srag	Cases	Irati	12
srag	Cases	Nova Aurora	12
srag	Cases	Mangueirinha	12
srag	Cases	Santa Mariana	12
srag	Cases	Joaquim Távora	12
srag	Cases	União da Vitória	12
srag	Cases	Dois Vizinhos	12
srag	Cases	Piraquara	5
srag	Cases	Marechal Cândido Rondon	12
srag	Cases	Capitão Leônidas Marques	12
srag	Cases	Ampére	12
srag	Cases	Jardim Alegre	12
srag	Cases	Bandeirantes	10
srag	Cases	Palotina	10
srag	Cases	Matelândia	7
srag	Cases	Pinhais	7
srag	Cases	Ubiratã	7
srag	Cases	Imbituva	7
srag	Cases	Astorga	7
srag	Cases	Corbélia	7
srag	Cases	Goioerê	10
srag	Cases	Assis Chateaubriand	10
srag	Cases	Wenceslau Braz	7
srag	Cases	Bituruna	7
srag	Cases	Céu Azul	7
srag	Cases	Três Barras do Paraná	7
srag	Cases	Araruna	10
srag	Cases	Sengés	10
srag	Cases	Santo Antônio do Sudoeste	10
srag	Cases	Paiçandu	10
srag	Cases	São Miguel do Iguaçu	10
srag	Cases	Capanema	9
srag	Cases	Loanda	7
srag	Cases	Manoel Ribas	7
srag	Cases	Itaipulândia	7
srag	Cases	Siqueira Campos	7
srag	Cases	Ribeirão do Pinhal	7
srag	Cases	Castro	7
srag	Cases	Engenheiro Beltrão	7
srag	Cases	Andirá	7
srag	Cases	Fazenda Rio Grande	7
srag	Cases	Ribeirão Claro	7
srag	Cases	Piên	7
srag	Cases	Rebouças	7
srag	Cases	Colombo	7
srag	Cases	Santa Tereza do Oeste	7
srag	Cases	Douradina	7
srag	Cases	Planalto	7
srag	Cases	Florestópolis	7
srag	Cases	Cidade Gaúcha	7
srag	Cases	Santa Isabel do Ivaí	7
srag	Cases	Piraí do Sul	7
srag	Cases	Mamborê	7
srag	Cases	Terra Rica	7
srag	Cases	Laranjeiras do Sul	7
srag	Cases	Jaguapitã	7
srag	Cases	Clevelândia	7
srag	Cases	São Jorge d'Oeste	7
srag	Cases	Lapa	7
srag	Cases	Coronel Vivida	7
srag	Cases	Santa Terezinha de Itaipu	7
srag	Cases	Candói	7
srag	Cases	Curiúva	7
srag	Cases	Salto do Lontra	7
srag	Cases	Altônia	7
srag	Cases	Porecatu	7
srag	Cases	Carambeí	7
srag	Cases	Ibaiti	7
srag	Cases	Quitandinha	7
srag	Cases	Missal	7
srag	Cases	Uraí	7
srag	Cases	Terra Roxa	7
srag	Cases	Prudentópolis	7
srag	Cases	Pitanga	7
srag	Cases	Arapoti	7
srag	Cases	Jandaia do Sul	7
srag	Cases	Realeza	7
srag	Cases	Paracatu	7
srag	Cases	Belo Horizonte	9
srag	Cases	Uberlândia	9
srag	Cases	Extrema	1
srag	Cases	Juiz de Fora	9
srag	Cases	Uberaba	9
srag	Cases	Leopoldina	10
srag	Cases	Betim	9
srag	Cases	Araguari	0
srag	Cases	Patrocínio	10
srag	Cases	Cataguases	10
srag	Cases	Caratinga	10
srag	Cases	Coronel Fabriciano	10
srag	Cases	Muriaé	10
srag	Cases	Ponte Nova	12
srag	Cases	Manhuaçu	10
srag	Cases	Sete Lagoas	10
srag	Cases	Divinópolis	9
srag	Cases	Ubá	10
srag	Cases	Ipatinga	10
srag	Cases	Teófilo Otoni	10
srag	Cases	Barão de Cocais	6
srag	Cases	Pouso Alegre	9
srag	Cases	Montes Claros	9
srag	Cases	Governador Valadares	9
srag	Cases	Canápolis	6
srag	Cases	Lagoa da Prata	10
srag	Cases	Barbacena	9
srag	Cases	Poços de Caldas	10
srag	Cases	Ribeirão das Neves	12
srag	Cases	Contagem	9
srag	Cases	Frutal	5
srag	Cases	Nova Lima	12
srag	Cases	João Monlevade	12
srag	Cases	Formiga	12
srag	Cases	Eugenópolis	6
srag	Cases	Curvelo	10
srag	Cases	Ibirité	10
srag	Cases	São Lourenço	10
srag	Cases	Itanhandu	5
srag	Cases	Visconde do Rio Branco	10
srag	Cases	Jaboticatubas	11
srag	Cases	Unaí	11
srag	Cases	Araxá	11
srag	Cases	São Joaquim de Bicas	5
srag	Cases	Ituiutaba	10
srag	Cases	Pirapora	10
srag	Cases	Patos de Minas	9
srag	Cases	Mateus Leme	5
srag	Cases	João Pinheiro	11
srag	Cases	Itabira	10
srag	Cases	Três Pontas	12
srag	Cases	Bom Sucesso	6
srag	Cases	Além Paraíba	10
srag	Cases	Itajubá	9
srag	Cases	Carangola	10
srag	Cases	Mariana	10
srag	Cases	Três Corações	10
srag	Cases	Pedra Azul	5
srag	Cases	Lagoa Santa	12
srag	Cases	Santa Luzia	10
srag	Cases	Itaobim	10
srag	Cases	Ervália	10
srag	Cases	Guaranésia	10
srag	Cases	Guaxupé	10
srag	Cases	Ouro Fino	1
srag	Cases	Itamogi	6
srag	Cases	Passos	1
srag	Cases	Conceição das Alagoas	11
srag	Cases	Ouro Branco	11
srag	Cases	São Sebastião do Paraíso	10
srag	Cases	Oliveira	11
srag	Cases	Brumadinho	11
srag	Cases	Malacacheta	6
srag	Cases	Campestre	6
srag	Cases	Araporã	11
srag	Cases	Alfenas	10
srag	Cases	Andradas	5
srag	Cases	Timóteo	12
srag	Cases	Araçuaí	6
srag	Cases	Piumhi	0
srag	Cases	Varginha	9
srag	Cases	Almenara	5
srag	Cases	Janaúba	10
srag	Cases	Monte Carmelo	5
srag	Cases	Santa Juliana	6
srag	Cases	Conselheiro Pena	6
srag	Cases	Pará de Minas	12
srag	Cases	Sabará	5
srag	Cases	Santa Bárbara	5
srag	Cases	Santa Rita do Sapucaí	5
srag	Cases	Conselheiro Lafaiete	10
srag	Cases	Lavras	3
srag	Cases	Januária	12
srag	Cases	Itabirito	6
srag	Cases	Itambacuri	6
srag	Cases	Nanuque	6
srag	Cases	Viçosa	5
srag	Cases	Aimorés	5
srag	Cases	Prata	5
srag	Cases	Capinópolis	5
srag	Cases	Sarzedo	8
srag	Cases	São João del Rei	9
srag	Cases	Boa Esperança	6
srag	Cases	Congonhas	6
srag	Cases	Monte Alegre de Minas	6
srag	Cases	Itaguara	6
srag	Cases	Capelinha	5
srag	Cases	Santo Antônio do Monte	1
srag	Cases	Monte Santo de Minas	1
srag	Cases	Novo Cruzeiro	1
srag	Cases	Cruzília	10
srag	Cases	Vespasiano	10
srag	Cases	São Gotardo	0
srag	Cases	Nova Ponte	1
srag	Cases	Francisco Sá	1
srag	Cases	Poço Fundo	1
srag	Cases	Divino	1
srag	Cases	São José da Lapa	1
srag	Cases	Esmeraldas	1
srag	Cases	Espinosa	0
srag	Cases	Cambuquira	0
srag	Cases	Minas Novas	0
srag	Cases	Candeias	9
srag	Cases	Campina Verde	6
srag	Cases	Mutum	6
srag	Cases	Nova Serrana	0
srag	Cases	Nepomuceno	0
srag	Cases	Baependi	0
srag	Cases	Pedro Leopoldo	0
srag	Cases	Paraguaçu	0
srag	Cases	Lambari	0
srag	Cases	Várzea da Palma	0
srag	Cases	Guanhães	0
srag	Cases	Pirapetinga	0
srag	Cases	Padre Paraíso	0
srag	Cases	Rio Acima	0
srag	Cases	Lima Duarte	0
srag	Cases	Santos Dumont	0
srag	Cases	Sacramento	0
srag	Cases	Igarapé	0
srag	Cases	Turmalina	0
srag	Cases	Prados	0
srag	Cases	Carmópolis de Minas	0
srag	Cases	Juruaia	0
srag	Cases	Jaíba	0
srag	Cases	Abaeté	0
srag	Cases	Campo Belo	0
srag	Cases	Tupaciguara	10
srag	Cases	Inhapim	0
srag	Cases	Pedralva	0
srag	Cases	Três Marias	0
srag	Cases	Paraisópolis	0
srag	Cases	Entre Rios de Minas	0
srag	Cases	Camanducaia	0
srag	Cases	Cambuí	0
srag	Cases	Medina	0
srag	Cases	Cássia	0
srag	Cases	Águas Formosas	0
srag	Cases	Caeté	0
srag	Cases	Belo Oriente	0
srag	Cases	Cristais	0
srag	Cases	Machado	0
srag	Cases	Arcos	0
srag	Cases	Resplendor	0
srag	Cases	Itaúna	0
srag	Cases	Fronteira	0
srag	Cases	Brasília de Minas	0
srag	Cases	Caetanópolis	0
srag	Cases	Diamantina	0
srag	Cases	Alpinópolis	0
srag	Cases	Juatuba	0
srag	Cases	Ouro Preto	0
srag	Cases	Jacutinga	0
srag	Cases	Guapé	0
srag	Cases	Cláudio	0
srag	Cases	Corinto	0
srag	Cases	Jequitinhonha	0
srag	Cases	Carmo do Rio Claro	0
srag	Cases	Campos Altos	0
srag	Cases	Campanha	0
srag	Cases	Alvinópolis	0
srag	Cases	Caxambu	0
srag	Cases	São Gonçalo do Rio Abaixo	0
srag	Cases	Serra do Salitre	0
srag	Cases	Rio Pomba	0
srag	Cases	São João Nepomuceno	0
srag	Cases	Botelhos	0
srag	Cases	Perdizes	0
srag	Cases	Conceição do Mato Dentro	0
srag	Cases	Matias Barbosa	0
srag	Cases	Perdões	0
srag	Cases	Nova Era	0
srag	Cases	Matozinhos	0
srag	Cases	Borda da Mata	0
srag	Cases	Muzambinho	0
srag	Cases	Coromandel	0
srag	Cases	Bocaiúva	0
srag	Cases	Bicas	0
srag	Cases	Bom Despacho	0
srag	Cases	Ibiraci	0
srag	Cases	Areado	0
srag	Cases	Passa Quatro	0
srag	Cases	Carlos Chagas	0
srag	Cases	Barroso	0
srag	Cases	Estiva	0
srag	Cases	Manhumirim	0
srag	Cases	Serro	0
srag	Cases	Martinho Campos	0
srag	Cases	Elói Mendes	0
srag	Cases	Resende Costa	0
srag	Cases	São Roque de Minas	0
srag	Cases	Iturama	0
srag	Cases	Nova Resende	0
srag	Cases	Antônio Carlos	0
srag	Cases	Maria da Fé	0
srag	Cases	Itaú de Minas	0
srag	Cases	Monte Azul	0
srag	Cases	Rio Piracicaba	0
srag	Cases	Congonhal	0
srag	Cases	Mantena	0
srag	Cases	Ipanema	0
srag	Cases	Capitólio	0
srag	Cases	Rio Paranaíba	0
srag	Cases	Monte Sião	0
srag	Cases	Carmo do Paranaíba	0
srag	Cases	São João Evangelista	0
srag	Cases	Itamonte	0
srag	Cases	Mar de Espanha	0
srag	Cases	São Domingos do Prata	0
srag	Cases	Porteirinha	0
srag	Cases	São Gonçalo do Sapucaí	0
srag	Cases	Lagoa Formosa	0
srag	Cases	Santa Maria de Itabira	0
srag	Cases	Pompéu	0
srag	Cases	Coração de Jesus	0
srag	Cases	Dores do Indaiá	0
srag	Cases	Alterosa	0
srag	Cases	Vazante	0
srag	Cases	Salinas	0
srag	Cases	Raul Soares	0
srag	Cases	Teixeiras	0
srag	Cases	Caldas	0
srag	Cases	Carmo de Minas	0
srag	Cases	Felixlândia	0
srag	Cases	Marabá	9
srag	Cases	Altamira	9
srag	Cases	Parauapebas	9
srag	Cases	Belém	9
srag	Cases	São Miguel do Guamá	2
srag	Cases	Castanhal	1
srag	Cases	Santarém	9
srag	Cases	Ananindeua	2
srag	Cases	Santo Antônio do Tauá	2
srag	Cases	Pacajá	2
srag	Cases	Tucuruí	8
srag	Cases	Canaã dos Carajás	8
srag	Cases	Tomé-Açu	8
srag	Cases	Xinguara	8
srag	Cases	Igarapé-Miri	8
srag	Cases	Bragança	8
srag	Cases	Salinópolis	8
srag	Cases	Novo Repartimento	8
srag	Cases	Paragominas	8
srag	Cases	Ourilândia do Norte	8
srag	Cases	Igarapé-Açu	8
srag	Cases	Santa Maria do Pará	8
srag	Cases	Juruti	8
srag	Cases	Oriximiná	8
srag	Cases	Breves	8
srag	Cases	Mãe do Rio	8
srag	Cases	Monte Alegre	8
srag	Cases	Óbidos	8
srag	Cases	Moju	8
srag	Cases	Conceição do Araguaia	8
srag	Cases	Novo Progresso	8
srag	Cases	Cametá	8
srag	Cases	Dom Eliseu	8
srag	Cases	Barcarena	8
srag	Cases	Goianésia do Pará	6
srag	Cases	Jacundá	8
srag	Cases	Tailândia	8
srag	Cases	Rurópolis	8
srag	Cases	Vigia	8
srag	Cases	Alenquer	8
srag	Cases	Marituba	8
srag	Cases	Tucumã	10
srag	Cases	Rondon do Pará	8
srag	Cases	Anapu	8
srag	Cases	Ulianópolis	8
srag	Cases	São Geraldo do Araguaia	8
srag	Cases	Brasil Novo	8
srag	Cases	Curionópolis	8
srag	Cases	Breu Branco	8
srag	Cases	Itaituba	8
srag	Cases	Benevides	8
srag	Cases	Capitão Poço	8
srag	Cases	Abaetetuba	8
srag	Cases	Almeirim	8
srag	Cases	Portel	8
srag	Cases	Mocajuba	8
srag	Cases	Itupiranga	8
srag	Cases	Uruará	8
srag	Cases	São Félix do Xingu	8
srag	Cases	Concórdia do Pará	8
srag	Cases	Terra Santa	8
srag	Cases	Acará	8
srag	Cases	São Domingos do Araguaia	8
srag	Cases	Rio Maria	8
srag	Cases	Santana do Araguaia	8
srag	Cases	Salvador	9
srag	Cases	Vitória da Conquista	10
srag	Cases	Jequié	10
srag	Cases	Ilhéus	10
srag	Cases	Itabuna	9
srag	Cases	Feira de Santana	10
srag	Cases	Barreiras	12
srag	Cases	Camaçari	10
srag	Cases	Simões Filho	5
srag	Cases	Teixeira de Freitas	10
srag	Cases	Irecê	12
srag	Cases	Juazeiro	10
srag	Cases	Lauro de Freitas	9
srag	Cases	Porto Seguro	12
srag	Cases	Paulo Afonso	4
srag	Cases	Alagoinhas	4
srag	Cases	São Felipe	6
srag	Cases	Mucuri	6
srag	Cases	Maracás	4
srag	Cases	Eunápolis	12
srag	Cases	Carinhanha	6
srag	Cases	Serrinha	4
srag	Cases	Riachão do Jacuípe	6
srag	Cases	Nazaré	4
srag	Cases	São Desidério	4
srag	Cases	Santo Antônio de Jesus	12
srag	Cases	Sento Sé	6
srag	Cases	Seabra	12
srag	Cases	Santa Rita de Cássia	6
srag	Cases	Conceição da Feira	5
srag	Cases	Senhor do Bonfim	5
srag	Cases	Castro Alves	6
srag	Cases	Canavieiras	5
srag	Cases	São Francisco do Conde	5
srag	Cases	Mata de São João	5
srag	Cases	Itaberaba	12
srag	Cases	Riacho de Santana	2
srag	Cases	Remanso	2
srag	Cases	Poções	3
srag	Cases	Camacan	3
srag	Cases	Ibicaraí	3
srag	Cases	Itaparica	3
srag	Cases	Morro do Chapéu	3
srag	Cases	Amélia Rodrigues	3
srag	Cases	Campo Formoso	10
srag	Cases	Valente	3
srag	Cases	Pojuca	10
srag	Cases	Santo Estêvão	3
srag	Cases	Itamaraju	3
srag	Cases	João Dourado	2
srag	Cases	Itacaré	2
srag	Cases	Gandu	2
srag	Cases	Dias d'Ávila	3
srag	Cases	Iaçu	2
srag	Cases	Guanambi	3
srag	Cases	Casa Nova	2
srag	Cases	Prado	2
srag	Cases	Presidente Tancredo Neves	2
srag	Cases	Ipiaú	3
srag	Cases	Itajuípe	3
srag	Cases	Maragogipe	3
srag	Cases	Rio Real	3
srag	Cases	Medeiros Neto	3
srag	Cases	Belo Campo	3
srag	Cases	Ituberá	3
srag	Cases	Condeúba	3
srag	Cases	São Sebastião do Passé	3
srag	Cases	Ubatã	3
srag	Cases	Uauá	3
srag	Cases	Barra da Estiva	3
srag	Cases	Inhambupe	3
srag	Cases	Caetité	3
srag	Cases	Itatim	3
srag	Cases	Uruçuca	3
srag	Cases	São Félix do Coribe	3
srag	Cases	Conceição do Jacuípe	3
srag	Cases	Santa Maria da Vitória	3
srag	Cases	Itanhém	3
srag	Cases	Amargosa	3
srag	Cases	Miguel Calmon	3
srag	Cases	Cachoeira	3
srag	Cases	Correntina	3
srag	Cases	Entre Rios	3
srag	Cases	Itapetinga	3
srag	Cases	Mutuípe	3
srag	Cases	Alcobaça	3
srag	Cases	Irará	3
srag	Cases	Jacobina	3
srag	Cases	Cruz das Almas	3
srag	Cases	Madre de Deus	3
srag	Cases	Itabela	3
srag	Cases	Caravelas	3
srag	Cases	Conceição do Coité	3
srag	Cases	Una	3
srag	Cases	Ruy Barbosa	3
srag	Cases	Laje	3
srag	Cases	Cândido Sales	3
srag	Cases	Nova Viçosa	3
srag	Cases	Capim Grosso	3
srag	Cases	Iguaí	3
srag	Cases	Lapão	3
srag	Cases	Muritiba	3
srag	Cases	Coração de Maria	3
srag	Cases	Ibotirama	3
srag	Cases	Ribeira do Pombal	3
srag	Cases	Coaraci	3
srag	Cases	Araci	3
srag	Cases	Livramento de Nossa Senhora	3
srag	Cases	Xique-Xique	3
srag	Cases	Barra do Choça	3
srag	Cases	Curaçá	3
srag	Cases	Itiúba	3
srag	Cases	Bom Jesus da Lapa	3
srag	Cases	Euclides da Cunha	3
srag	Cases	Belmonte	3
srag	Cases	Catu	3
srag	Cases	Jaguaquara	3
srag	Cases	Santo Amaro	3
srag	Cases	Santa Cruz Cabrália	3
srag	Cases	Cansanção	3
srag	Cases	Itarantim	3
srag	Cases	Santa Rita	9
srag	Cases	João Pessoa	9
srag	Cases	Campina Grande	10
srag	Cases	Catolé do Rocha	6
srag	Cases	Pombal	12
srag	Cases	Patos	10
srag	Cases	São Bento	5
srag	Cases	Serra Branca	5
srag	Cases	Monteiro	5
srag	Cases	Cajazeiras	10
srag	Cases	Alagoa Grande	5
srag	Cases	Princesa Isabel	5
srag	Cases	Sousa	5
srag	Cases	Guarabira	5
srag	Cases	Sapé	6
srag	Cases	Cabedelo	6
srag	Cases	Picuí	6
srag	Cases	Bayeux	6
srag	Cases	Pedras de Fogo	6
srag	Cases	Sumé	6
srag	Cases	Itabaiana	10
srag	Cases	Mari	6
srag	Cases	Mamanguape	5
srag	Cases	Rio Tinto	6
srag	Cases	Queimadas	5
srag	Cases	Solânea	5
srag	Cases	Alhandra	5
srag	Cases	Ingá	5
srag	Cases	Cuité	5
srag	Cases	Alagoa Nova	5
srag	Cases	Vitória	9
srag	Cases	Cariacica	2
srag	Cases	Serra	9
srag	Cases	Vila Velha	1
srag	Cases	Guarapari	2
srag	Cases	Baixo Guandu	6
srag	Cases	Aracruz	2
srag	Cases	Cachoeiro de Itapemirim	10
srag	Cases	Barra de São Francisco	6
srag	Cases	Alegre	6
srag	Cases	Castelo	5
srag	Cases	Linhares	10
srag	Cases	Marechal Floriano	6
srag	Cases	Nova Venécia	6
srag	Cases	São Gabriel da Palha	6
srag	Cases	Colatina	10
srag	Cases	Rio Bananal	6
srag	Cases	Sooretama	6
srag	Cases	Santa Teresa	2
srag	Cases	São Mateus	1
srag	Cases	Alfredo Chaves	6
srag	Cases	Jaguaré	6
srag	Cases	Afonso Cláudio	2
srag	Cases	Ibatiba	2
srag	Cases	Guaçuí	2
srag	Cases	Anchieta	2
srag	Cases	Domingos Martins	2
srag	Cases	Vargem Alta	2
srag	Cases	Itapemirim	2
srag	Cases	Iúna	2
srag	Cases	Marataízes	2
srag	Cases	Piúma	2
srag	Cases	Presidente Kennedy	2
srag	Cases	Ecoporanga	2
srag	Cases	Montanha	2
srag	Cases	Fundão	2
srag	Cases	Pinheiros	2
srag	Cases	Iconha	2
srag	Cases	São Roque do Canaã	2
srag	Cases	Santa Leopoldina	2
srag	Cases	Vila Valério	2
srag	Cases	Pedro Canário	2
srag	Cases	Venda Nova do Imigrante	2
srag	Cases	Santa Maria de Jetibá	2
srag	Cases	Bom Jesus do Norte	2
srag	Cases	Pancas	2
srag	Cases	Marilândia	2
srag	Cases	Natal	9
srag	Cases	Mossoró	9
srag	Cases	Parnamirim	12
srag	Cases	Caicó	12
srag	Cases	Guamaré	6
srag	Cases	Pau dos Ferros	10
srag	Cases	São Paulo do Potengi	5
srag	Cases	Extremoz	5
srag	Cases	Santo Antônio	5
srag	Cases	Macaíba	10
srag	Cases	Touros	6
srag	Cases	Apodi	5
srag	Cases	Currais Novos	5
srag	Cases	Nova Cruz	5
srag	Cases	Areia Branca	5
srag	Cases	Ceará-Mirim	5
srag	Cases	Jucurutu	6
srag	Cases	Santa Cruz	5
srag	Cases	São Miguel	6
srag	Cases	São José de Mipibu	5
srag	Cases	Canguaretama	6
srag	Cases	Alto do Rodrigues	6
srag	Cases	João Câmara	5
srag	Cases	Macau	5
srag	Cases	Caraúbas	5
srag	Cases	Jardim de Piranhas	5
srag	Cases	Goianinha	5
srag	Cases	Teresina	9
srag	Cases	Parnaíba	2
srag	Cases	Campo Maior	12
srag	Cases	Piripiri	2
srag	Cases	Floriano	2
srag	Cases	Picos	4
srag	Cases	São Raimundo Nonato	6
srag	Cases	Bom Jesus	6
srag	Cases	Oeiras	6
srag	Cases	Goiânia	9
srag	Cases	Goianésia	12
srag	Cases	Mineiros	10
srag	Cases	Aparecida de Goiânia	9
srag	Cases	Montividiu	6
srag	Cases	Quirinópolis	6
srag	Cases	Anápolis	9
srag	Cases	Caldas Novas	10
srag	Cases	Itumbiara	12
srag	Cases	Nerópolis	12
srag	Cases	Ceres	5
srag	Cases	Águas Lindas de Goiás	8
srag	Cases	São Luís de Montes Belos	12
srag	Cases	Bom Jesus de Goiás	5
srag	Cases	Rio Verde	10
srag	Cases	Catalão	10
srag	Cases	Valparaíso de Goiás	1
srag	Cases	Santo Antônio de Goiás	6
srag	Cases	Jaraguá	6
srag	Cases	Jataí	12
srag	Cases	Porangatu	5
srag	Cases	Inhumas	5
srag	Cases	Formosa	12
srag	Cases	Pirenópolis	5
srag	Cases	Planaltina	5
srag	Cases	Luziânia	12
srag	Cases	Aragarças	6
srag	Cases	Senador Canedo	4
srag	Cases	Hidrolândia	6
srag	Cases	Santa Helena de Goiás	12
srag	Cases	Edéia	6
srag	Cases	Pires do Rio	12
srag	Cases	Cristalina	5
srag	Cases	Itapuranga	5
srag	Cases	Novo Gama	5
srag	Cases	Acreúna	6
srag	Cases	Iporá	5
srag	Cases	Goiás	5
srag	Cases	Itaberaí	12
srag	Cases	Niquelândia	5
srag	Cases	Indiara	5
srag	Cases	Uruaçu	5
srag	Cases	Goianira	5
srag	Cases	Cocalzinho de Goiás	5
srag	Cases	Alexânia	12
srag	Cases	Goiatuba	5
srag	Cases	Buriti Alegre	5
srag	Cases	Campos Belos	5
srag	Cases	Bela Vista de Goiás	5
srag	Cases	Silvânia	5
srag	Cases	Palmeiras de Goiás	5
srag	Cases	Goianápolis	5
srag	Cases	Piracanjuba	5
srag	Cases	Piranhas	5
srag	Cases	Caçu	5
srag	Cases	Rialma	5
srag	Cases	Guapó	5
srag	Cases	Cachoeira Alta	5
srag	Cases	Anicuns	5
srag	Cases	Itapaci	10
srag	Cases	Corumbaíba	10
srag	Cases	Sanclerlândia	10
srag	Cases	Santo Antônio do Descoberto	10
srag	Cases	Campinorte	10
srag	Cases	Rubiataba	10
srag	Cases	Ipameri	10
srag	Cases	Caiapônia	10
srag	Cases	Posse	10
srag	Cases	Orizona	10
srag	Cases	Vianópolis	10
srag	Cases	Jussara	10
srag	Cases	Cidade Ocidental	10
srag	Cases	Maceió	9
srag	Cases	Coruripe	6
srag	Cases	Arapiraca	8
srag	Cases	São Miguel dos Campos	2
srag	Cases	Santana do Ipanema	2
srag	Cases	Palmeira dos Índios	5
srag	Cases	Rio Largo	5
srag	Cases	Chã Preta	6
srag	Cases	Pilar	5
srag	Cases	Girau do Ponciano	5
srag	Cases	Teotônio Vilela	5
srag	Cases	Delmiro Gouveia	5
srag	Cases	Porto Calvo	5
srag	Cases	União dos Palmares	12
srag	Cases	Marechal Deodoro	5
srag	Cases	São José da Laje	5
srag	Cases	Murici	5
srag	Cases	Maragogi	5
srag	Cases	Junqueiro	5
srag	Cases	Penedo	5
srag	Cases	Pão de Açúcar	5
srag	Cases	Cuiabá	9
srag	Cases	Lucas do Rio Verde	2
srag	Cases	Sorriso	10
srag	Cases	Campo Novo do Parecis	2
srag	Cases	Tangará da Serra	2
srag	Cases	Jaciara	2
srag	Cases	Nova Mutum	1
srag	Cases	Primavera do Leste	10
srag	Cases	Cáceres	10
srag	Cases	Campo Verde	2
srag	Cases	Várzea Grande	2
srag	Cases	Rondonópolis	10
srag	Cases	Vila Rica	6
srag	Cases	Água Boa	5
srag	Cases	Alto Araguaia	8
srag	Cases	Colíder	10
srag	Cases	Canarana	8
srag	Cases	Campos de Júlio	8
srag	Cases	Juara	8
srag	Cases	Sinop	1
srag	Cases	Barra do Garças	10
srag	Cases	Barra do Bugres	6
srag	Cases	Juína	6
srag	Cases	Querência	2
srag	Cases	Nobres	8
srag	Cases	Aripuanã	8
srag	Cases	Diamantino	8
srag	Cases	Colniza	8
srag	Cases	Nova Xavantina	8
srag	Cases	Brasnorte	8
srag	Cases	Araputanga	8
srag	Cases	Alta Floresta	8
srag	Cases	Pontes e Lacerda	8
srag	Cases	São José dos Quatro Marcos	8
srag	Cases	São José do Rio Claro	8
srag	Cases	Confresa	8
srag	Cases	Peixoto de Azevedo	8
srag	Cases	Mirassol d'Oeste	8
srag	Cases	Tapurah	8
srag	Cases	Augustinópolis	8
srag	Cases	Araguaína	9
srag	Cases	Gurupi	10
srag	Cases	Paraíso do Tocantins	5
srag	Cases	Guaraí	1
srag	Cases	Dianópolis	1
srag	Cases	Miracema do Tocantins	1
