type_scenario	variable_column_x	city	predicted_cluster
srag	Cases	Porto Nacional	10
srag	Cases	Tocantinópolis	8
srag	Cases	Araguatins	8
srag	Cases	Colinas do Tocantins	8
srag	Cases	Formoso do Araguaia	8
srag	Cases	Pedro Afonso	8
srag	Cases	Porto Velho	9
srag	Cases	Pimenta Bueno	6
srag	Cases	Guajará-Mirim	2
srag	Cases	Ji-Paraná	10
srag	Cases	Jaru	5
srag	Cases	Cacoal	1
srag	Cases	Ariquemes	2
srag	Cases	Vilhena	5
srag	Cases	Presidente Médici	6
srag	Cases	Ouro Preto do Oeste	5
srag	Cases	Rolim de Moura	5
srag	Cases	Buritis	5
srag	Cases	São Francisco do Guaporé	5
srag	Cases	São Miguel do Guaporé	5
srag	Cases	Colorado do Oeste	5
srag	Cases	Nova Mamoré	5
srag	Cases	Rio Branco	9
srag	Cases	Aracaju	9
srag	Cases	Itabaianinha	6
srag	Cases	Nossa Senhora da Glória	4
srag	Cases	Nossa Senhora do Socorro	10
srag	Cases	Lagarto	10
srag	Cases	Estância	10
srag	Cases	Simão Dias	6
srag	Cases	Propriá	4
srag	Cases	Carmópolis	4
srag	Cases	São Cristóvão	10
srag	Cases	Canindé de São Francisco	6
srag	Cases	Capela	6
srag	Cases	Itaporanga d'Ajuda	4
srag	Cases	Umbaúba	4
srag	Cases	Tobias Barreto	4
srag	Cases	Boquim	4
srag	Cases	Carira	4
srag	Cases	Campo do Brito	4
srag	Cases	Laranjeiras	4
srag	Cases	Barra dos Coqueiros	4
srag	Cases	Salgado	4
srag	Cases	Poço Verde	4
srag	Cases	Nossa Senhora das Dores	4
srag	Cases	Poço Redondo	4
srag	Cases	Boa Vista	10
srag	Cases	Macapá	9
srag	Cases	Laranjal do Jari	2
srag	Cases	Santana	2
srag	Cases	Oiapoque	2
srag	Cases	Nova Andradina	9
srag	Cases	Campo Grande	9
srag	Cases	Corumbá	10
srag	Cases	Naviraí	10
srag	Cases	Ponta Porã	10
srag	Cases	Sidrolândia	12
srag	Cases	Miranda	5
srag	Cases	Maracaju	12
srag	Cases	Amambai	12
srag	Cases	Dourados	9
srag	Cases	Três Lagoas	9
srag	Cases	São Gabriel do Oeste	5
srag	Cases	Ribas do Rio Pardo	5
srag	Cases	Eldorado	5
srag	Cases	Chapadão do Sul	10
srag	Cases	Aquidauana	12
srag	Cases	Itaporã	5
srag	Cases	Brasilândia	5
srag	Cases	Paranaíba	10
srag	Cases	Bataguassu	5
srag	Cases	Coxim	10
srag	Cases	Ivinhema	5
srag	Cases	Iguatemi	10
srag	Cases	Guia Lopes da Laguna	10
srag	Cases	Rio Brilhante	10
srag	Cases	Costa Rica	10
srag	Cases	Fátima do Sul	10
srag	Cases	Cassilândia	10
srag	Cases	Ladário	10
srag	Cases	Terenos	10
srag	Cases	Aparecida do Taboado	10
srag	Cases	Sonora	10
srag	Cases	Rio Verde de Mato Grosso	10
srag	Cases	Angélica	10
srag	Cases	Bela Vista	10
srag	Cases	Glória de Dourados	10
srag	Cases	Porto Murtinho	10
srag	Cases	Anastácio	10
srag	Cases	Itaquiraí	10
srag	Cases	Mundo Novo	10
srag	Cases	Camapuã	10
srag	Cases	Caarapó	10
srag	Cases	Deodápolis	10
srag	Cases	Água Clara	10
srag	Cases	Nova Alvorada do Sul	10
srag	Cases	Batayporã	10
srag	Death	São Paulo	13
srag	Death	Franco da Rocha	5
srag	Death	Leme	5
srag	Death	Bragança Paulista	13
srag	Death	Sertãozinho	5
srag	Death	São Bernardo do Campo	13
srag	Death	São Caetano do Sul	13
srag	Death	Santo André	13
srag	Death	Santos	13
srag	Death	Barueri	13
srag	Death	Guarulhos	13
srag	Death	Jundiaí	13
srag	Death	Capão Bonito	5
srag	Death	Caraguatatuba	13
srag	Death	Osasco	13
srag	Death	Itapevi	5
srag	Death	Bauru	13
srag	Death	Ribeirão Preto	13
srag	Death	Campinas	13
srag	Death	Mairiporã	3
srag	Death	Santana de Parnaíba	13
srag	Death	Marília	13
srag	Death	Ribeirão Pires	13
srag	Death	Viradouro	4
srag	Death	Sorocaba	13
srag	Death	Cotia	13
srag	Death	Francisco Morato	5
srag	Death	Limeira	5
srag	Death	Cabreúva	10
srag	Death	Arujá	3
srag	Death	Jaú	13
srag	Death	Itapecerica da Serra	13
srag	Death	Mogi das Cruzes	13
srag	Death	Praia Grande	5
srag	Death	Suzano	9
srag	Death	São Miguel Arcanjo	11
srag	Death	Guarujá	13
srag	Death	Caieiras	5
srag	Death	São Carlos	13
srag	Death	Andradina	5
srag	Death	Mogi Guaçu	3
srag	Death	Mauá	13
srag	Death	Tupã	2
srag	Death	Presidente Epitácio	7
srag	Death	Dracena	5
srag	Death	Hortolândia	13
srag	Death	Guararema	10
srag	Death	Presidente Prudente	13
srag	Death	Piracicaba	13
srag	Death	Americana	13
srag	Death	Araras	3
srag	Death	Diadema	13
srag	Death	Catanduva	13
srag	Death	Lençóis Paulista	5
srag	Death	Jacareí	13
srag	Death	Itaquaquecetuba	5
srag	Death	Jarinu	4
srag	Death	Avaré	3
srag	Death	Cajuru	11
srag	Death	Nova Odessa	7
srag	Death	Olímpia	7
srag	Death	Guaíra	7
srag	Death	Barretos	13
srag	Death	Itu	13
srag	Death	Sumaré	13
srag	Death	Araçatuba	13
srag	Death	Serrana	7
srag	Death	Campo Limpo Paulista	3
srag	Death	Carapicuíba	13
srag	Death	Ibaté	11
srag	Death	Taboão da Serra	13
srag	Death	Franca	17
srag	Death	São José do Rio Preto	13
srag	Death	Santa Fé do Sul	7
srag	Death	Cubatão	13
srag	Death	Paulínia	13
srag	Death	Orlândia	11
srag	Death	Botucatu	13
srag	Death	Itapetininga	13
srag	Death	Américo Brasiliense	3
srag	Death	Vinhedo	13
srag	Death	Rio Claro	5
srag	Death	Ilha Solteira	3
srag	Death	Santa Bárbara d'Oeste	3
srag	Death	Taubaté	13
srag	Death	Matão	2
srag	Death	São Vicente	3
srag	Death	Conchal	11
srag	Death	Ipuã	7
srag	Death	Pariquera-Açu	13
srag	Death	Itapira	13
srag	Death	Boituva	3
srag	Death	Pirassununga	5
srag	Death	Salto de Pirapora	3
srag	Death	Buritama	12
srag	Death	Ituverava	3
srag	Death	Jales	3
srag	Death	Amparo	5
srag	Death	Bertioga	3
srag	Death	São Sebastião da Grama	11
srag	Death	Valinhos	13
srag	Death	Monte Alto	3
srag	Death	Ferraz de Vasconcelos	5
srag	Death	Fernandópolis	7
srag	Death	Adamantina	10
srag	Death	Lins	3
srag	Death	Araçariguama	10
srag	Death	Votuporanga	13
srag	Death	Itararé	7
srag	Death	Cafelândia	14
srag	Death	Salto	13
srag	Death	Guaratinguetá	3
srag	Death	Jandira	10
srag	Death	Jaguariúna	7
srag	Death	São João da Boa Vista	5
srag	Death	Conchas	11
srag	Death	Pedreira	7
srag	Death	Porto Ferreira	7
srag	Death	Regente Feijó	7
srag	Death	Indaiatuba	13
srag	Death	Tanabi	11
srag	Death	Itapeva	7
srag	Death	Penápolis	2
srag	Death	Embu-Guaçu	7
srag	Death	Itaí	11
srag	Death	Promissão	7
srag	Death	Itatiba	13
srag	Death	Santa Cruz do Rio Pardo	5
srag	Death	Pederneiras	7
srag	Death	Batatais	7
srag	Death	Cruzeiro	1
srag	Death	Pindamonhangaba	13
srag	Death	Aparecida	7
srag	Death	Jaboticabal	11
srag	Death	Várzea Paulista	11
srag	Death	Poá	9
srag	Death	Assis	12
srag	Death	Itupeva	2
srag	Death	Paraguaçu Paulista	7
srag	Death	Porto Feliz	3
srag	Death	São Pedro	10
srag	Death	Junqueirópolis	4
srag	Death	Ubatuba	3
srag	Death	Ilhabela	14
srag	Death	Atibaia	13
srag	Death	Barra Bonita	7
srag	Death	Álvares Machado	11
srag	Death	Ibitinga	7
srag	Death	Louveira	3
srag	Death	Artur Nogueira	10
srag	Death	Agudos	7
srag	Death	Vargem Grande do Sul	10
srag	Death	Ourinhos	3
srag	Death	Taquarituba	10
srag	Death	Tatuí	13
srag	Death	São Manuel	10
srag	Death	Paranapanema	11
srag	Death	Castilho	7
srag	Death	Sales Oliveira	7
srag	Death	Socorro	13
srag	Death	Ibiúna	14
srag	Death	Bebedouro	15
srag	Death	Guapiara	10
srag	Death	Lorena	3
srag	Death	Mineiros do Tietê	10
srag	Death	Santa Isabel	13
srag	Death	Caçapava	3
srag	Death	Casa Branca	11
srag	Death	Tietê	7
srag	Death	Serra Negra	11
srag	Death	Espírito Santo do Pinhal	7
srag	Death	São José do Rio Pardo	3
srag	Death	Rio das Pedras	7
srag	Death	Mococa	3
srag	Death	Martinópolis	11
srag	Death	Teodoro Sampaio	10
srag	Death	Bariri	3
srag	Death	Charqueada	4
srag	Death	Borborema	3
srag	Death	Votorantim	3
srag	Death	Arealva	4
srag	Death	Osvaldo Cruz	10
srag	Death	Campos do Jordão	3
srag	Death	Brotas	11
srag	Death	Cajamar	3
srag	Death	Cosmópolis	3
srag	Death	São Roque	10
srag	Death	Torrinha	4
srag	Death	Mairinque	6
srag	Death	Aguaí	4
srag	Death	Garça	11
srag	Death	Santa Cruz das Palmeiras	7
srag	Death	Tambaú	10
srag	Death	Itirapina	10
srag	Death	Taguaí	7
srag	Death	Mirandópolis	3
srag	Death	Caconde	3
srag	Death	Guariba	3
srag	Death	Taquaritinga	3
srag	Death	Macatuba	14
srag	Death	Cachoeira Paulista	14
srag	Death	Registro	3
srag	Death	Araraquara	13
srag	Death	Itanhaém	3
srag	Death	Alumínio	10
srag	Death	Tupi Paulista	10
srag	Death	Itápolis	7
srag	Death	Novo Horizonte	7
srag	Death	Piratininga	10
srag	Death	Igarapava	10
srag	Death	Cândido Mota	7
srag	Death	Guará	10
srag	Death	Flórida Paulista	10
srag	Death	Pontal	10
srag	Death	Itapuí	10
srag	Death	São Sebastião	5
srag	Death	São Joaquim da Barra	7
srag	Death	Valparaíso	10
srag	Death	Apiaí	10
srag	Death	Divinolândia	10
srag	Death	Rancharia	3
srag	Death	Panorama	10
srag	Death	Piraju	3
srag	Death	Peruíbe	5
srag	Death	Morro Agudo	11
srag	Death	Presidente Venceslau	15
srag	Death	Tabatinga	14
srag	Death	Pitangueiras	15
srag	Death	Piracaia	15
srag	Death	Rosana	15
srag	Death	Maracaí	15
srag	Death	Cerquilho	5
srag	Death	Lucélia	15
srag	Death	Cravinhos	5
srag	Death	Dois Córregos	2
srag	Death	Guararapes	5
srag	Death	Iacanga	0
srag	Death	Queluz	0
srag	Death	Ipaussu	0
srag	Death	Cerqueira César	5
srag	Death	Palmital	5
srag	Death	Descalvado	5
srag	Death	Salesópolis	0
srag	Death	Auriflama	0
srag	Death	Monte Mor	5
srag	Death	Pirapora do Bom Jesus	15
srag	Death	Ribeirão Bonito	15
srag	Death	Pilar do Sul	15
srag	Death	Tapiratiba	15
srag	Death	Presidente Bernardes	15
srag	Death	Patrocínio Paulista	15
srag	Death	Laranjal Paulista	3
srag	Death	Altinópolis	15
srag	Death	Cajobi	15
srag	Death	Colina	3
srag	Death	Barrinha	3
srag	Death	Santa Rosa de Viterbo	3
srag	Death	Itatinga	3
srag	Death	Angatuba	5
srag	Death	Cesário Lange	5
srag	Death	Piedade	5
srag	Death	Bocaina	15
srag	Death	Bastos	15
srag	Death	Capivari	5
srag	Death	Santo Anastácio	15
srag	Death	Igaratá	15
srag	Death	General Salgado	15
srag	Death	Uchoa	15
srag	Death	Potirendaba	15
srag	Death	Pirajuí	12
srag	Death	Itajobi	12
srag	Death	Pereira Barreto	12
srag	Death	Tabapuã	12
srag	Death	Jardinópolis	12
srag	Death	Dourado	12
srag	Death	José Bonifácio	5
srag	Death	Rio Grande da Serra	0
srag	Death	Iracemápolis	12
srag	Death	Mongaguá	12
srag	Death	Ribeirão Branco	12
srag	Death	Jaci	12
srag	Death	Cajati	12
srag	Death	Herculândia	12
srag	Death	Sete Barras	12
srag	Death	Parapuã	12
srag	Death	Bernardino de Campos	12
srag	Death	Iguape	12
srag	Death	Bady Bassitt	12
srag	Death	Ilha Comprida	12
srag	Death	Itaporanga	12
srag	Death	Pirangi	12
srag	Death	Águas de Lindóia	12
srag	Death	Paraibuna	12
srag	Death	Monte Aprazível	12
srag	Death	Bofete	12
srag	Death	Cordeirópolis	12
srag	Death	Mirassol	12
srag	Death	Vargem Grande Paulista	12
srag	Death	Itaberá	12
srag	Death	Nazaré Paulista	12
srag	Death	Pirapozinho	12
srag	Death	Nova Aliança	12
srag	Death	Nhandeara	12
srag	Death	Dumont	12
srag	Death	São Simão	12
srag	Death	Bom Jesus dos Perdões	12
srag	Death	Buri	12
srag	Death	Miguelópolis	12
srag	Death	Itariri	12
srag	Death	Pacaembu	12
srag	Death	Ipiguá	12
srag	Death	Fartura	12
srag	Death	Engenheiro Coelho	12
srag	Death	Luís Antônio	12
srag	Death	Joanópolis	12
srag	Death	Vera Cruz	12
srag	Death	Salto Grande	12
srag	Death	Santa Adélia	12
srag	Death	Águas da Prata	12
srag	Death	Boa Esperança do Sul	12
srag	Death	Pardinho	12
srag	Death	Juquitiba	12
srag	Death	Santa Rita do Passa Quatro	12
srag	Death	Chavantes	12
srag	Death	Urânia	12
srag	Death	Nova Europa	12
srag	Death	Pradópolis	12
srag	Death	Palmares Paulista	12
srag	Death	Nova Granada	12
srag	Death	Iperó	12
srag	Death	Ariranha	12
srag	Death	Cedral	12
srag	Death	Ouroeste	12
srag	Death	Mirante do Paranapanema	12
srag	Death	Guareí	12
srag	Death	Bálsamo	12
srag	Death	Pindorama	12
srag	Death	Getulina	12
srag	Death	Santa Branca	12
srag	Death	Severínia	12
srag	Death	Guapiaçu	12
srag	Death	Valentim Gentil	12
srag	Death	Palestina	12
srag	Death	Cardoso	12
srag	Death	Estrela d'Oeste	12
srag	Death	Rinópolis	12
srag	Death	Rincão	12
srag	Death	Duartina	12
srag	Death	Monte Azul Paulista	12
srag	Death	Ibirá	12
srag	Death	Porto Alegre	13
srag	Death	Passo Fundo	13
srag	Death	Santo Ângelo	3
srag	Death	Cruzeiro do Sul	7
srag	Death	Santa Maria	13
srag	Death	Bento Gonçalves	13
srag	Death	Teutônia	7
srag	Death	Carazinho	7
srag	Death	Novo Hamburgo	13
srag	Death	Farroupilha	7
srag	Death	Camaquã	7
srag	Death	Santa Cruz do Sul	7
srag	Death	Estrela	3
srag	Death	Lajeado	3
srag	Death	Osório	7
srag	Death	Canoas	3
srag	Death	Pelotas	3
srag	Death	Marau	5
srag	Death	Caxias do Sul	13
srag	Death	São Jerônimo	7
srag	Death	Cachoeirinha	3
srag	Death	Tenente Portela	7
srag	Death	Rio Grande	3
srag	Death	Parobé	7
srag	Death	Sapiranga	7
srag	Death	São Sebastião do Caí	11
srag	Death	Ijuí	7
srag	Death	Três Coroas	11
srag	Death	Canela	7
srag	Death	Santa Rosa	7
srag	Death	Gramado	7
srag	Death	Guaíba	7
srag	Death	Antônio Prado	11
srag	Death	Três Passos	7
srag	Death	Esteio	7
srag	Death	São Borja	7
srag	Death	Gravataí	3
srag	Death	Viamão	7
srag	Death	São Leopoldo	7
srag	Death	Uruguaiana	7
srag	Death	Bagé	7
srag	Death	Erechim	7
srag	Death	Venâncio Aires	5
srag	Death	Cachoeira do Sul	7
srag	Death	Ivoti	10
srag	Death	Tramandaí	7
srag	Death	Vacaria	5
srag	Death	Santiago	7
srag	Death	Estância Velha	7
srag	Death	Torres	3
srag	Death	Garibaldi	3
srag	Death	Rio Pardo	10
srag	Death	Alegrete	7
srag	Death	Tapera	11
srag	Death	Getúlio Vargas	11
srag	Death	Montenegro	3
srag	Death	Taquari	7
srag	Death	Santo Augusto	10
srag	Death	Encantado	3
srag	Death	São Gabriel	3
srag	Death	Caçapava do Sul	17
srag	Death	Capão da Canoa	3
srag	Death	Rosário do Sul	14
srag	Death	Sapucaia do Sul	13
srag	Death	Alvorada	7
srag	Death	Paraí	4
srag	Death	Sarandi	3
srag	Death	Nonoai	11
srag	Death	São Luiz Gonzaga	7
srag	Death	Candelária	0
srag	Death	Triunfo	5
srag	Death	Arroio do Meio	5
srag	Death	Dom Pedrito	13
srag	Death	Cruz Alta	5
srag	Death	Sananduva	0
srag	Death	Soledade	5
srag	Death	Campo Bom	5
srag	Death	Espumoso	0
srag	Death	Igrejinha	0
srag	Death	Bom Retiro do Sul	0
srag	Death	Santo Antônio da Patrulha	5
srag	Death	Nova Prata	0
srag	Death	Palmeira das Missões	5
srag	Death	São José do Norte	0
srag	Death	Charqueadas	5
srag	Death	Taquara	0
srag	Death	Horizontina	0
srag	Death	Giruá	0
srag	Death	São Marcos	5
srag	Death	Seberi	0
srag	Death	Guaporé	5
srag	Death	Três de Maio	5
srag	Death	Tapejara	0
srag	Death	Frederico Westphalen	5
srag	Death	Ibirubá	5
srag	Death	Encruzilhada do Sul	5
srag	Death	Carlos Barbosa	5
srag	Death	Veranópolis	5
srag	Death	Canguçu	5
srag	Death	Dois Irmãos	5
srag	Death	Flores da Cunha	0
srag	Death	Serafina Corrêa	0
srag	Death	Tupanciretã	0
srag	Death	Lagoa Vermelha	5
srag	Death	Arroio Grande	0
srag	Death	Nova Petrópolis	5
srag	Death	Casca	5
srag	Death	Panambi	5
srag	Death	Rolante	0
srag	Death	Santa Vitória do Palmar	5
srag	Death	Santo Cristo	9
srag	Death	Portão	9
srag	Death	São Lourenço do Sul	0
srag	Death	Imbé	9
srag	Death	Tuparendi	0
srag	Death	Salto do Jacuí	0
srag	Death	Barra do Ribeiro	0
srag	Death	Chapada	0
srag	Death	Salvador do Sul	0
srag	Death	Mostardas	0
srag	Death	Cerro Largo	0
srag	Death	São Pedro do Sul	0
srag	Death	Não-Me-Toque	0
srag	Death	Palmares do Sul	0
srag	Death	Bom Princípio	0
srag	Death	São Sepé	0
srag	Death	Sobradinho	5
srag	Death	Itaqui	5
srag	Death	Constantina	5
srag	Death	São Francisco de Paula	5
srag	Death	Agudo	5
srag	Death	Feliz	5
srag	Death	Roca Sales	5
srag	Death	Arroio do Sal	5
srag	Death	Jaguarão	5
srag	Death	Piratini	5
srag	Death	Cidreira	5
srag	Death	Pinheiro Machado	5
srag	Death	São Francisco de Assis	5
srag	Death	Quaraí	5
srag	Death	Arroio do Tigre	5
srag	Death	Balneário Pinhal	5
srag	Death	Crissiumal	5
srag	Death	Tapes	5
srag	Death	Nova Santa Rita	5
srag	Death	Barão	5
srag	Death	Eldorado do Sul	5
srag	Death	Nova Bassano	0
srag	Death	Júlio de Castilhos	0
srag	Death	Terra de Areia	5
srag	Death	Restinga Sêca	5
srag	Death	Araricá	5
srag	Death	Nova Hartz	5
srag	Death	Capão do Leão	5
srag	Death	Morro Reuter	5
srag	Death	Entre-Ijuís	5
srag	Death	Butiá	5
srag	Death	Três Cachoeiras	5
srag	Death	Manaus	13
srag	Death	Manacapuru	17
srag	Death	Humaitá	9
srag	Death	Presidente Figueiredo	9
srag	Death	São Gabriel da Cachoeira	9
srag	Death	Tefé	9
srag	Death	Coari	9
srag	Death	Parintins	9
srag	Death	Iranduba	9
srag	Death	Maués	9
srag	Death	Manicoré	9
srag	Death	Boca do Acre	9
srag	Death	Rio Preto da Eva	9
srag	Death	Itacoatiara	9
srag	Death	Recife	13
srag	Death	Garanhuns	17
srag	Death	Salgueiro	9
srag	Death	Condado	9
srag	Death	São Lourenço da Mata	9
srag	Death	Jaboatão dos Guararapes	5
srag	Death	Palmares	9
srag	Death	Vitória de Santo Antão	9
srag	Death	Petrolina	3
srag	Death	Cabo de Santo Agostinho	3
srag	Death	Olinda	5
srag	Death	Igarassu	14
srag	Death	Caruaru	13
srag	Death	Araripina	7
srag	Death	Barreiros	14
srag	Death	Ouricuri	2
srag	Death	Arcoverde	5
srag	Death	Itapissuma	6
srag	Death	Gravatá	9
srag	Death	Pesqueira	11
srag	Death	Paulista	5
srag	Death	Ipojuca	6
srag	Death	Afogados da Ingazeira	8
srag	Death	Bom Conselho	8
srag	Death	Limoeiro	5
srag	Death	Feira Nova	5
srag	Death	Serra Talhada	5
srag	Death	Moreno	9
srag	Death	Bezerros	7
srag	Death	Água Preta	6
srag	Death	Glória do Goitá	9
srag	Death	Águas Belas	9
srag	Death	Santa Cruz do Capibaribe	5
srag	Death	Tabira	9
srag	Death	Paudalho	9
srag	Death	Carpina	9
srag	Death	João Alfredo	9
srag	Death	Exu	9
srag	Death	Camaragibe	9
srag	Death	Bonito	0
srag	Death	Brejo da Madre de Deus	9
srag	Death	Timbaúba	9
srag	Death	São José do Egito	5
srag	Death	Taquaritinga do Norte	5
srag	Death	Custódia	5
srag	Death	Petrolândia	5
srag	Death	Aliança	5
srag	Death	Agrestina	5
srag	Death	São José do Belmonte	5
srag	Death	Cupira	5
srag	Death	Escada	5
srag	Death	Nazaré da Mata	0
srag	Death	Itambé	5
srag	Death	Buíque	5
srag	Death	Lajedo	5
srag	Death	São Bento do Una	5
srag	Death	Toritama	5
srag	Death	Bodocó	5
srag	Death	Floresta	5
srag	Death	Ipubi	5
srag	Death	Pombos	5
srag	Death	Surubim	5
srag	Death	Belo Jardim	15
srag	Death	Tamandaré	0
srag	Death	Lagoa dos Gatos	0
srag	Death	Abreu e Lima	0
srag	Death	São Caitano	5
srag	Death	São José da Coroa Grande	5
srag	Death	Trindade	5
srag	Death	Vicência	4
srag	Death	Bom Jardim	14
srag	Death	Passira	9
srag	Death	Lagoa do Carro	9
srag	Death	Orobó	9
srag	Death	Ribeirão	9
srag	Death	Araçoiaba	9
srag	Death	Sanharó	9
srag	Death	Betânia	9
srag	Death	Camocim de São Félix	9
srag	Death	Cabrobó	9
srag	Death	Rio Formoso	9
srag	Death	Canhotinho	9
srag	Death	Santa Maria da Boa Vista	9
srag	Death	Altinho	9
srag	Death	Chã Grande	9
srag	Death	Catende	9
srag	Death	Sirinhaém	9
srag	Death	Vertentes	9
srag	Death	Macaparana	9
srag	Death	Riacho das Almas	9
srag	Death	São Luís	13
srag	Death	Imperatriz	5
srag	Death	São José de Ribamar	4
srag	Death	Barreirinhas	4
srag	Death	Chapadinha	4
srag	Death	Vitorino Freire	4
srag	Death	Caxias	4
srag	Death	Porto Franco	14
srag	Death	Pinheiro	10
srag	Death	Pedreiras	14
srag	Death	Timon	14
srag	Death	Balsas	4
srag	Death	Itapecuru Mirim	4
srag	Death	Colinas	4
srag	Death	Açailândia	4
srag	Death	São João dos Patos	4
srag	Death	Lago da Pedra	4
srag	Death	São Raimundo das Mangabeiras	4
srag	Death	Zé Doca	4
srag	Death	Barra do Corda	4
srag	Death	Presidente Dutra	4
srag	Death	Santa Inês	4
srag	Death	Coroatá	4
srag	Death	Codó	4
srag	Death	Vitória do Mearim	4
srag	Death	Bacabal	4
srag	Death	Viana	4
srag	Death	Grajaú	4
srag	Death	Fortaleza	13
srag	Death	Maranguape	14
srag	Death	Sobral	5
srag	Death	Caucaia	5
srag	Death	Limoeiro do Norte	14
srag	Death	Acaraú	6
srag	Death	Aracati	5
srag	Death	São Gonçalo do Amarante	3
srag	Death	Quixeramobim	13
srag	Death	Itapipoca	5
srag	Death	Juazeiro do Norte	5
srag	Death	Tianguá	5
srag	Death	Boa Viagem	2
srag	Death	Barbalha	5
srag	Death	Iguatu	5
srag	Death	Crato	7
srag	Death	Ipueiras	4
srag	Death	Maracanaú	10
srag	Death	Pacatuba	6
srag	Death	Cascavel	13
srag	Death	Camocim	14
srag	Death	Jaguaruana	10
srag	Death	Várzea Alegre	3
srag	Death	Crateús	5
srag	Death	Mombaça	9
srag	Death	Tauá	5
srag	Death	Beberibe	5
srag	Death	Russas	5
srag	Death	Mauriti	15
srag	Death	Brejo Santo	5
srag	Death	Canindé	9
srag	Death	Icó	0
srag	Death	Ibiapina	0
srag	Death	Icapuí	0
srag	Death	Cedro	5
srag	Death	Assaré	5
srag	Death	Quixeré	5
srag	Death	Pentecoste	5
srag	Death	Jardim	13
srag	Death	Redenção	13
srag	Death	Acopiara	0
srag	Death	Cruz	0
srag	Death	Jaguaribe	0
srag	Death	Pereiro	0
srag	Death	Santa Quitéria	0
srag	Death	Marco	0
srag	Death	Barreira	0
srag	Death	Itarema	0
srag	Death	Massapê	0
srag	Death	Tabuleiro do Norte	0
srag	Death	Granja	5
srag	Death	Jijoca de Jericoacoara	0
srag	Death	Barro	5
srag	Death	Bela Cruz	5
srag	Death	Irauçuba	5
srag	Death	São Benedito	5
srag	Death	Morada Nova	5
srag	Death	Missão Velha	0
srag	Death	Iracema	0
srag	Death	Varjota	0
srag	Death	Aurora	5
srag	Death	Guaraciaba do Norte	5
srag	Death	Viçosa do Ceará	5
srag	Death	Guaiúba	5
srag	Death	Amontada	5
srag	Death	Ubajara	5
srag	Death	Senador Pompeu	5
srag	Death	Nova Russas	5
srag	Death	Uruburetama	5
srag	Death	Santana do Acaraú	5
srag	Death	Monsenhor Tabosa	5
srag	Death	Lavras da Mangabeira	5
srag	Death	Novo Oriente	5
srag	Death	Itaitinga	5
srag	Death	Campos Sales	5
srag	Death	Quixadá	5
srag	Death	Jucás	0
srag	Death	Horizonte	0
srag	Death	Reriutaba	0
srag	Death	Fortim	0
srag	Death	Frecheirinha	0
srag	Death	Paraipaba	0
srag	Death	Trairi	0
srag	Death	Aquiraz	0
srag	Death	Forquilha	0
srag	Death	Independência	0
srag	Death	Morrinhos	0
srag	Death	Eusébio	0
srag	Death	Tamboril	0
srag	Death	Braço do Norte	5
srag	Death	Jaraguá do Sul	13
srag	Death	São José	13
srag	Death	Joinville	13
srag	Death	Florianópolis	13
srag	Death	Tubarão	3
srag	Death	Blumenau	13
srag	Death	Balneário Camboriú	13
srag	Death	São Bento do Sul	7
srag	Death	Lages	7
srag	Death	Joaçaba	7
srag	Death	Araranguá	5
srag	Death	Brusque	13
srag	Death	Morro da Fumaça	7
srag	Death	Chapecó	13
srag	Death	Rio dos Cedros	4
srag	Death	Curitibanos	7
srag	Death	Capinzal	7
srag	Death	Itajaí	13
srag	Death	Itaiópolis	11
srag	Death	Biguaçu	3
srag	Death	Ituporanga	10
srag	Death	Timbó	3
srag	Death	Içara	3
srag	Death	Imbituba	10
srag	Death	Laguna	0
srag	Death	Pomerode	11
srag	Death	Ibirama	15
srag	Death	Jaguaruna	7
srag	Death	Criciúma	13
srag	Death	Canoinhas	10
srag	Death	Concórdia	10
srag	Death	Itapema	7
srag	Death	Videira	11
srag	Death	Três Barras	11
srag	Death	São Francisco do Sul	7
srag	Death	Turvo	11
srag	Death	Porto União	10
srag	Death	Fraiburgo	14
srag	Death	Rio do Sul	3
srag	Death	Gaspar	7
srag	Death	Caçador	3
srag	Death	Indaial	7
srag	Death	Agrolândia	11
srag	Death	Xanxerê	10
srag	Death	Xaxim	10
srag	Death	Mafra	7
srag	Death	Nova Trento	10
srag	Death	São João Batista	10
srag	Death	Navegantes	3
srag	Death	Presidente Getúlio	11
srag	Death	Papanduva	10
srag	Death	Palhoça	10
srag	Death	Iporã do Oeste	10
srag	Death	Orleans	10
srag	Death	Canelinha	10
srag	Death	São Miguel do Oeste	3
srag	Death	Maravilha	10
srag	Death	Armazém	10
srag	Death	Santo Amaro da Imperatriz	10
srag	Death	Campo Alegre	10
srag	Death	Massaranduba	10
srag	Death	Camboriú	10
srag	Death	Urussanga	15
srag	Death	São Lourenço do Oeste	15
srag	Death	Taió	15
srag	Death	Tijucas	5
srag	Death	São Joaquim	15
srag	Death	Sombrio	15
srag	Death	Guaramirim	15
srag	Death	Coronel Freitas	15
srag	Death	Rio Negrinho	15
srag	Death	Campos Novos	15
srag	Death	Jacinto Machado	15
srag	Death	Dionísio Cerqueira	15
srag	Death	Palmitos	15
srag	Death	Corupá	15
srag	Death	Guaraciaba	15
srag	Death	Itapoá	15
srag	Death	Luzerna	15
srag	Death	Penha	15
srag	Death	Trombudo Central	15
srag	Death	Luiz Alves	15
srag	Death	Cunha Porã	15
srag	Death	Santa Cecília	15
