city	total_waves	wave_order	peak	indexes	dates	case_numbers
Ibirité	3	2	43	15,18,20,20,22,22,23,24,26,26,27,29,29,31,31,32,34,34,36,36,37,39,39,40,41,42,44,44,46,46,47,48,50,53,54,55	2020-w35,2020-w38,2020-w40,2020-w40,2020-w42,2020-w42,2020-w43,2020-w44,2020-w47,2020-w47,2020-w48,2020-w50,2020-w50,2020-w52,2020-w52,2020-w53,2021-w03,2021-w03,2021-w05,2021-w05,2021-w06,2021-w08,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w15,2021-w16,2021-w17,2021-w19,2021-w22,2021-w23,2021-w24	6,1,2,2,1,1,1,1,2,2,5,1,1,4,4,5,8,8,2,2,5,5,5,18,26,26,21,21,21,21,28,32,34,14,32,23
Ibirité	3	3	3	57,61,61,63,63,64,65,66,68,69,70,71,72	2021-w26,2021-w30,2021-w30,2021-w33,2021-w33,2021-w34,2021-w35,2021-w36,2021-w38,2021-w39,2021-w40,2021-w41,2021-w42	16,2,2,2,2,2,2,2,2,1,2,1,3
São Lourenço	3	1	6	0,1,2,3,4,6,6,7,9,9,10,11,13,13,15,16,17,18,19,20	2020-w13,2020-w18,2020-w21,2020-w22,2020-w23,2020-w25,2020-w25,2020-w26,2020-w29,2020-w29,2020-w30,2020-w31,2020-w34,2020-w34,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41	1,1,1,1,1,2,2,2,1,1,1,2,5,5,4,1,5,4,2,4
São Lourenço	3	2	16	22,23,25,25,26,27,29,30,31,32,33,34,35,36,37,38	2020-w43,2020-w44,2020-w46,2020-w46,2020-w47,2020-w48,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06	4,4,6,6,7,8,8,6,7,3,15,12,9,7,10,5
São Lourenço	3	3	25	40,41,42,44,44,45,47,48,49,50,51,52,53,54,55,56	2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w13,2021-w15,2021-w16,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24	4,5,13,13,13,20,21,13,17,16,16,13,14,7,10,6
Itanhandu	1	1	4	0,1,3,3,4,5,6,8,8,9,10,11,12,14,14,15,16,18,18,20,23,24	2020-w13,2020-w16,2020-w23,2020-w23,2020-w28,2020-w30,2020-w31,2020-w33,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w42,2020-w42,2020-w43,2020-w45,2020-w47,2020-w47,2020-w49,2020-w53,2021-w01	1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2
Visconde do Rio Branco	3	1	5	0,1,2,3,4,5,7,7,9,9,11,11,13,13,15,17,18	2020-w19,2020-w21,2020-w22,2020-w24,2020-w25,2020-w26,2020-w28,2020-w28,2020-w30,2020-w30,2020-w32,2020-w32,2020-w34,2020-w34,2020-w36,2020-w38,2020-w39	1,1,1,3,4,6,3,3,6,6,3,3,3,3,2,3,5
Visconde do Rio Branco	3	2	8	20,21,22,23,24,25,26,27,29,29,30,31,33,33,35,42,43,44,45,46	2020-w41,2020-w43,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w51,2020-w53,2020-w53,2021-w01,2021-w02,2021-w04,2021-w04,2021-w06,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	1,1,1,1,3,4,5,9,3,3,14,14,8,8,5,15,15,14,8,14
Visconde do Rio Branco	3	3	9	48,51,52,53,55,56,57,58,59,60,61	2021-w19,2021-w22,2021-w23,2021-w24,2021-w26,2021-w27,2021-w28,2021-w30,2021-w31,2021-w32,2021-w34	6,4,5,6,6,1,5,2,2,1,2
Jaboticatubas	1	1	7	0,1,3,3,4,6,6,7,8,9,10,11,12,14,14,16,19,20,21,22,23,24	2020-w15,2020-w23,2020-w30,2020-w30,2020-w52,2021-w02,2021-w02,2021-w04,2021-w05,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w16,2021-w21,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27	1,1,1,1,2,1,1,1,2,2,2,3,3,2,2,2,1,2,1,2,1,3
Unaí	2	1	3	0,1,2,4,4,6,6,8,8,9,11,11,13,13,15,17,18	2020-w23,2020-w25,2020-w27,2020-w29,2020-w29,2020-w31,2020-w31,2020-w33,2020-w33,2020-w34,2020-w36,2020-w36,2020-w38,2020-w38,2020-w41,2020-w44,2020-w45	1,1,2,1,1,6,6,5,5,6,2,2,2,2,2,2,3
Unaí	2	2	6	20,22,22,24,24,25,26,28,33,34,35,36,37,38	2020-w47,2020-w49,2020-w49,2020-w51,2020-w51,2020-w52,2020-w53,2021-w02,2021-w07,2021-w08,2021-w09,2021-w10,2021-w11,2021-w12	2,1,1,1,1,1,1,5,9,16,15,12,4,16
Araxá	2	1	4	0,1,2,3,5,5,6,8,8,9,11,11,13,13,14,16,16,18,19,20,21,22	2020-w15,2020-w18,2020-w23,2020-w24,2020-w27,2020-w27,2020-w28,2020-w31,2020-w31,2020-w34,2020-w36,2020-w36,2020-w39,2020-w39,2020-w40,2020-w42,2020-w42,2020-w44,2020-w46,2020-w47,2020-w48,2020-w49	1,1,1,2,1,1,3,1,1,1,1,1,1,1,3,4,4,2,1,4,3,3
Araxá	2	2	6	24,25,26,28,28,29,31,31,33,33,34,35,37,37,39,39,41,41,42,44,46,47,48,49,50,51	2020-w51,2020-w52,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w05,2021-w07,2021-w07,2021-w08,2021-w09,2021-w11,2021-w11,2021-w13,2021-w13,2021-w15,2021-w15,2021-w16,2021-w18,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25	2,3,4,6,6,13,9,9,6,6,6,12,5,5,4,4,2,2,3,5,7,11,3,8,4,5
São Joaquim de Bicas	1	1	4	2,4,4,6,7,8,9,10	2020-w25,2020-w28,2020-w28,2020-w30,2020-w32,2020-w35,2020-w40,2020-w41	1,1,1,3,2,2,1,2
Ituiutaba	2	1	31	0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18	2020-w20,2020-w26,2020-w27,2020-w28,2020-w29,2020-w30,2020-w31,2020-w32,2020-w33,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40,2020-w41,2020-w43,2020-w47	1,1,1,1,3,3,5,5,17,25,11,10,1,4,3,2,1,2
Ituiutaba	2	2	4	20,21,23,23,24,26,26,27,29,33,34	2020-w50,2020-w53,2021-w05,2021-w05,2021-w08,2021-w11,2021-w11,2021-w12,2021-w14,2021-w23,2021-w24	1,1,1,1,6,2,2,4,3,17,21
Pirapora	3	1	6	0,2,2,4,4,5,6,7,9,9,11,11,13,15,16,17	2020-w24,2020-w27,2020-w27,2020-w29,2020-w29,2020-w30,2020-w32,2020-w33,2020-w35,2020-w35,2020-w37,2020-w37,2020-w39,2020-w41,2020-w42,2020-w43	1,2,2,1,1,3,3,3,1,1,2,2,4,3,3,2
Pirapora	3	2	4	19,20,22,26,27,28,29,30,31	2020-w46,2020-w47,2020-w49,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05	2,2,3,4,6,2,1,5,4
Pirapora	3	3	21	33,35,35,37,37,38,40,40,42,42,44,44,45,47,47,49,50,51,52,53,54,55,56,57,58	2021-w07,2021-w09,2021-w09,2021-w11,2021-w11,2021-w12,2021-w14,2021-w14,2021-w16,2021-w16,2021-w18,2021-w18,2021-w19,2021-w21,2021-w21,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32	3,6,6,5,5,6,5,5,11,11,11,11,15,14,14,17,11,13,11,9,10,8,6,7,5
Patos de Minas	3	1	20	0,1,2,4,4,5,6,7,8,10,11,12,13	2020-w15,2020-w18,2020-w19,2020-w22,2020-w22,2020-w23,2020-w24,2020-w25,2020-w26,2020-w28,2020-w29,2020-w30,2020-w31	1,2,2,1,1,1,6,6,16,12,9,7,8
Patos de Minas	3	2	16	15,16,18,18,20,20,22,23,24,25,26,27,28,29,30,31,32	2020-w33,2020-w34,2020-w36,2020-w36,2020-w38,2020-w38,2020-w40,2020-w41,2020-w43,2020-w44,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w51	3,3,6,6,7,7,6,5,5,3,2,4,3,9,5,13,8
Patos de Minas	3	3	42	34,36,36,38,38,39,40,41,43,43,45,45,47,48,49,50	2020-w53,2021-w02,2021-w02,2021-w04,2021-w04,2021-w05,2021-w06,2021-w07,2021-w09,2021-w09,2021-w11,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16	5,6,6,12,12,18,18,18,28,28,38,38,27,23,18,5
Mateus Leme	1	1	3	0,1,3,3,4,6,13,14,15,16	2020-w20,2020-w27,2020-w29,2020-w29,2020-w30,2020-w34,2020-w47,2020-w49,2020-w50,2021-w03	1,3,1,1,1,2,1,2,1,2
João Pinheiro	4	1	14	0,1,2,4,4,6,6,7,8,9,10,11,12,14,14,16,16,18,19,20,21	2020-w19,2020-w23,2020-w24,2020-w26,2020-w26,2020-w28,2020-w28,2020-w30,2020-w33,2020-w35,2020-w38,2020-w40,2020-w41,2020-w45,2020-w45,2020-w47,2020-w47,2020-w49,2020-w50,2020-w51,2020-w52	1,1,5,2,2,1,1,1,1,1,1,2,2,3,3,6,6,8,3,6,5
João Pinheiro	4	2	19	23,25,25,27,27,28,30,31,32,33,34,35,36,37,38,39,40	2021-w01,2021-w03,2021-w03,2021-w05,2021-w05,2021-w06,2021-w08,2021-w09,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	4,4,4,7,7,7,12,10,9,25,16,14,21,7,12,7,11
João Pinheiro	4	3	15	42,45,47,47,49,50,51,52,53,54,55,56,57	2021-w20,2021-w23,2021-w25,2021-w25,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35	15,8,13,13,14,10,12,8,16,9,16,12,7
João Pinheiro	4	4	20	59,60,62,63,64,65,66,67	2021-w37,2021-w38,2021-w40,2021-w41,2021-w42,2021-w43,2021-w44,2021-w45	6,7,19,15,10,9,7,6
Itabira	3	1	6	0,1,2,4,4,5,6,8,9,10	2020-w15,2020-w21,2020-w24,2020-w26,2020-w26,2020-w27,2020-w28,2020-w30,2020-w31,2020-w32	1,1,1,1,1,3,4,4,3,4
Itabira	3	2	16	12,13,15,15,16,18,19,20,21,22,23	2020-w34,2020-w35,2020-w37,2020-w37,2020-w38,2020-w40,2020-w41,2020-w42,2020-w43,2020-w44,2020-w45	3,3,4,4,8,9,5,8,5,3,8
Itabira	3	3	16	25,26,27,29,29,31,31,33,33,34,36,36,38,38,40,40,42,42,44,45,46,47,48,49	2020-w47,2020-w48,2020-w49,2020-w51,2020-w51,2020-w53,2020-w53,2021-w02,2021-w02,2021-w03,2021-w05,2021-w05,2021-w07,2021-w07,2021-w09,2021-w09,2021-w11,2021-w11,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17,2021-w18	10,15,16,5,5,2,2,5,5,8,2,2,6,6,10,10,12,12,15,13,6,9,1,7
Três Pontas	2	1	4	0,1,2,3,5,5,6,7,8,10,10,12,12,13,15,15,16,17,18,19,20,22,24,25,26,27,28,29,30,31,32	2020-w14,2020-w19,2020-w23,2020-w25,2020-w30,2020-w30,2020-w31,2020-w33,2020-w34,2020-w37,2020-w37,2020-w39,2020-w39,2020-w40,2020-w42,2020-w42,2020-w43,2020-w44,2020-w45,2020-w46,2020-w47,2020-w49,2020-w51,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06	1,1,1,2,1,1,1,2,2,1,1,2,2,3,1,1,1,2,2,2,3,3,3,7,2,8,6,10,9,3,7
Três Pontas	2	2	12	34,35,37,37,39,39,40,42,42,43,45,46,47,48,49,50,51,52,53	2021-w08,2021-w09,2021-w11,2021-w11,2021-w13,2021-w13,2021-w14,2021-w16,2021-w16,2021-w17,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27	3,3,1,1,6,6,7,5,5,6,10,8,17,9,6,5,8,3,5
Além Paraíba	3	1	11	0,2,2,3,4,5,7,10,11	2020-w16,2020-w19,2020-w19,2020-w20,2020-w21,2020-w22,2020-w24,2020-w27,2020-w28	1,2,2,2,2,5,7,9,10
Além Paraíba	3	2	22	13,16,17,19,19,21,21,23,23,24,26,26,27,28,29,31,32,33,34	2020-w31,2020-w34,2020-w35,2020-w37,2020-w37,2020-w39,2020-w39,2020-w41,2020-w41,2020-w42,2020-w44,2020-w44,2020-w45,2020-w46,2020-w47,2020-w49,2020-w50,2020-w51,2020-w52	3,4,6,5,5,4,4,1,1,3,2,2,3,6,16,20,10,21,13
Além Paraíba	3	3	22	36,38,38,40,40,42,42,43,45,45,46,48,48,50,51,54,55	2021-w01,2021-w03,2021-w03,2021-w05,2021-w05,2021-w07,2021-w07,2021-w08,2021-w10,2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w16,2021-w19,2021-w20	15,13,13,17,17,13,13,19,17,17,28,16,16,15,14,6,9
Itajubá	3	1	10	1,1,2,3,4,5,7,7,8,10,10,12,12,14,14,16,16,18,18,20,20,22,22,24,25,26	2020-w17,2020-w17,2020-w18,2020-w20,2020-w21,2020-w22,2020-w24,2020-w24,2020-w25,2020-w27,2020-w27,2020-w29,2020-w29,2020-w31,2020-w31,2020-w33,2020-w33,2020-w35,2020-w35,2020-w37,2020-w37,2020-w39,2020-w39,2020-w41,2020-w42,2020-w43	1,1,1,3,3,3,1,1,1,4,4,2,2,10,10,9,9,11,11,12,12,9,9,4,2,2
Itajubá	3	2	53	28,30,30,31,32,33,35,35,36,37,39,39,41,41,42,43,44,45,46,48,49,50,51,52	2020-w45,2020-w47,2020-w47,2020-w48,2020-w49,2020-w50,2020-w52,2020-w52,2020-w53,2021-w01,2021-w03,2021-w03,2021-w05,2021-w05,2021-w06,2021-w07,2021-w08,2021-w09,2021-w10,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16	2,3,3,5,8,8,7,7,7,16,12,12,9,9,9,30,44,48,49,34,27,13,9,10
Itajubá	3	3	10	54,56,56,58,58,60,61,62,63,64,65,66,67,68	2021-w18,2021-w20,2021-w20,2021-w22,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w30,2021-w31,2021-w32,2021-w33	6,5,5,3,3,8,5,4,7,3,5,1,6,2
Carangola	3	1	6	0,1,3,3,4,6,6,7,8,9,11,11,12,13,14,15,17,17,19,21,22	2020-w18,2020-w20,2020-w22,2020-w22,2020-w23,2020-w25,2020-w25,2020-w26,2020-w27,2020-w28,2020-w31,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w37,2020-w37,2020-w39,2020-w41,2020-w42	1,1,1,1,3,2,2,2,3,5,4,4,6,7,7,11,4,4,4,1,2
Carangola	3	2	16	24,26,26,28,28,30,31,32,33,34,35,36,37,38,39	2020-w46,2020-w48,2020-w48,2020-w50,2020-w50,2020-w52,2020-w53,2021-w01,2021-w02,2021-w03,2021-w04,2021-w05,2021-w06,2021-w07,2021-w08	3,3,3,9,9,12,9,14,13,9,12,7,11,6,8
Carangola	3	3	9	41,42,44,44,46,46,48,48,50,50,52,52,54,54,55,57,58,59,60	2021-w10,2021-w11,2021-w13,2021-w13,2021-w15,2021-w15,2021-w17,2021-w17,2021-w19,2021-w19,2021-w21,2021-w21,2021-w23,2021-w23,2021-w24,2021-w26,2021-w27,2021-w28,2021-w29	7,7,7,7,7,7,5,5,9,9,9,9,2,2,6,6,4,10,7
Mariana	2	1	3	1,1,2,3,4,6,7,8	2020-w13,2020-w13,2020-w18,2020-w19,2020-w20,2020-w23,2020-w26,2020-w29	1,1,1,1,1,2,1,2
Mariana	2	2	4	10,11,13,13,15,19,20	2020-w31,2020-w32,2020-w35,2020-w35,2020-w37,2020-w49,2020-w51	2,2,1,1,3,1,2
Três Corações	2	1	8	0,1,4,6,6,8,8,10,10,11,13,14,17,18,19,20	2020-w16,2020-w17,2020-w20,2020-w22,2020-w22,2020-w24,2020-w24,2020-w26,2020-w26,2020-w27,2020-w29,2020-w30,2020-w33,2020-w34,2020-w35,2020-w37	1,1,2,2,2,2,2,1,1,3,6,4,2,4,2,3
Três Corações	2	2	4	22,24,24,25,26,27,28,29,30,32,32,33,34,35,37,37,39,44,45,46,47,48	2020-w41,2020-w44,2020-w44,2020-w45,2020-w46,2020-w47,2020-w48,2020-w49,2020-w50,2020-w52,2020-w52,2020-w53,2021-w01,2021-w03,2021-w05,2021-w05,2021-w07,2021-w13,2021-w14,2021-w15,2021-w16,2021-w17	1,1,1,1,3,3,3,3,3,1,1,1,1,4,1,1,3,4,8,4,6,5
Pedra Azul	1	1	6	0,1,2,3,5,5,6,7,9,9,11,11,13,13,14,15,17,17,18,19,21,22,23,24,25,26	2020-w21,2020-w25,2020-w27,2020-w28,2020-w31,2020-w31,2020-w32,2020-w33,2020-w49,2020-w49,2020-w51,2020-w51,2021-w01,2021-w01,2021-w03,2021-w05,2021-w07,2021-w07,2021-w11,2021-w13,2021-w15,2021-w16,2021-w17,2021-w19,2021-w20,2021-w21	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2
Lagoa Santa	2	1	5	0,1,3,3,4,5,7,10,11,12,13,14,15,16	2020-w26,2020-w29,2020-w50,2020-w50,2020-w53,2021-w01,2021-w03,2021-w09,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15	1,1,1,1,1,2,4,5,11,6,8,7,3,4
Lagoa Santa	2	2	5	18,19,21,22,23,24,25	2021-w17,2021-w18,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24	5,5,4,1,9,5,4
Santa Luzia	1	1	8	0,1,2,3,4,6,6,7,9,9,11,11,13,13,14,15,16,18,18,19,21,21,22,24,24,26,26,27,28,29,30,31,33,33,34,36,36,38,38,40,40,41,43,45,46,47,48,49,50	2020-w19,2020-w20,2020-w21,2020-w22,2020-w24,2020-w26,2020-w26,2020-w27,2020-w29,2020-w29,2020-w31,2020-w31,2020-w33,2020-w33,2020-w36,2020-w39,2020-w41,2020-w47,2020-w47,2020-w48,2020-w50,2020-w50,2020-w51,2020-w53,2020-w53,2021-w05,2021-w05,2021-w06,2021-w08,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w14,2021-w16,2021-w16,2021-w18,2021-w18,2021-w20,2021-w20,2021-w21,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,9,2,2,1,1,1,1,3,8,12,10,10,11,8,8,8,8,6,6,6,6,1,4,2,7,1,2
Itaobim	4	1	5	0,2,2,3,5,7,8	2020-w15,2020-w24,2020-w24,2020-w25,2020-w27,2020-w29,2020-w30	1,1,1,4,3,2,2
Itaobim	4	2	6	10,12,12,13,15,15,16,17,18,19,21,22,23,24	2020-w32,2020-w34,2020-w34,2020-w35,2020-w38,2020-w38,2020-w40,2020-w42,2020-w43,2020-w47,2020-w49,2020-w50,2020-w51,2020-w52	1,1,1,1,1,1,1,1,1,6,4,1,7,5
Itaobim	4	3	8	26,28,28,29,31,33,34,35,36	2021-w01,2021-w03,2021-w03,2021-w04,2021-w06,2021-w08,2021-w09,2021-w10,2021-w11	6,3,3,3,3,2,4,3,5
Itaobim	4	4	7	38,41,43,43,44,45,47,49,50,51,52	2021-w13,2021-w16,2021-w18,2021-w18,2021-w19,2021-w21,2021-w23,2021-w25,2021-w26,2021-w27,2021-w28	4,1,1,1,2,3,4,5,5,4,3
Guaxupé	2	1	5	0,2,2,4,4,6,6,8,8,9,11,11,13,13,14,16,16,17,19,19,21,21,23,23,25,28,29	2020-w16,2020-w22,2020-w22,2020-w25,2020-w25,2020-w27,2020-w27,2020-w30,2020-w30,2020-w31,2020-w33,2020-w33,2020-w39,2020-w39,2020-w45,2020-w50,2020-w50,2020-w51,2020-w53,2020-w53,2021-w02,2021-w02,2021-w04,2021-w04,2021-w09,2021-w12,2021-w13	1,1,1,1,1,1,1,2,2,3,1,1,2,2,2,1,1,1,1,1,6,6,2,2,2,3,7
Guaxupé	2	2	14	31,33,33,34,35,36,38,38,40,41,42,43,44	2021-w15,2021-w17,2021-w17,2021-w18,2021-w19,2021-w20,2021-w22,2021-w22,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28	4,6,6,8,12,13,6,6,6,2,6,2,3
Passos	3	1	6	0,1,2,4,4,5,7,7,8,9,11,11,13,13,15,16,17	2020-w14,2020-w19,2020-w20,2020-w25,2020-w25,2020-w26,2020-w28,2020-w28,2020-w30,2020-w31,2020-w34,2020-w34,2020-w36,2020-w36,2020-w38,2020-w39,2020-w40	1,1,1,1,1,2,2,2,2,3,2,2,3,3,5,3,4
Passos	3	2	4	19,21,21,22,24,25,26	2020-w42,2020-w44,2020-w44,2020-w46,2020-w49,2020-w51,2020-w52	2,1,1,1,2,1,3
Passos	3	3	4	28,30,30,31,32,34,34,36,38,39	2021-w02,2021-w05,2021-w05,2021-w08,2021-w09,2021-w13,2021-w13,2021-w15,2021-w18,2021-w20	5,1,1,1,2,1,1,2,1,4
Conceição das Alagoas	1	1	4	0,1,2,4,4,5,6,7,9,9,10,12,13,14,15,16,17,18,19,20	2020-w28,2020-w29,2020-w32,2020-w35,2020-w35,2020-w37,2020-w40,2020-w42,2020-w51,2020-w51,2021-w01,2021-w08,2021-w09,2021-w10,2021-w11,2021-w12,2021-w13,2021-w14,2021-w15,2021-w16	1,1,1,1,1,1,1,1,1,1,1,3,2,8,4,14,10,5,10,7
São Sebastião do Paraíso	3	1	3	0,1,2,4,6,7	2020-w16,2020-w22,2020-w23,2020-w26,2020-w28,2020-w29	1,1,1,2,1,6
São Sebastião do Paraíso	3	2	5	9,10,12,12,14,14,16,16,17,19,19,21,21,23,26,27,28,29,30,31	2020-w31,2020-w32,2020-w34,2020-w34,2020-w36,2020-w36,2020-w38,2020-w38,2020-w39,2020-w41,2020-w41,2020-w43,2020-w43,2020-w45,2020-w49,2020-w50,2020-w51,2020-w52,2020-w53,2021-w01	3,4,2,2,2,2,4,4,7,6,6,5,5,3,3,4,2,4,1,7
São Sebastião do Paraíso	3	3	15	33,34,36,36,37,38,39,41,41,42,43,45,45,46,47,49,50,51,52,53,54,55	2021-w03,2021-w04,2021-w06,2021-w06,2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w13,2021-w14,2021-w16,2021-w16,2021-w17,2021-w18,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26	3,3,1,1,1,1,5,4,4,5,6,5,5,6,9,12,9,8,5,8,6,7
Oliveira	2	1	18	0,1,4,6,8,9	2020-w37,2020-w38,2020-w44,2020-w46,2020-w53,2021-w02	2,2,7,16,2,5
Oliveira	2	2	26	11,14,16,16,18,18,20,20,21,22,24,24,25,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44	2021-w04,2021-w07,2021-w09,2021-w09,2021-w11,2021-w11,2021-w13,2021-w13,2021-w14,2021-w15,2021-w17,2021-w17,2021-w18,2021-w19,2021-w20,2021-w22,2021-w23,2021-w24,2021-w25,2021-w26,2021-w27,2021-w28,2021-w29,2021-w30,2021-w31,2021-w32,2021-w33,2021-w34,2021-w35,2021-w36,2021-w37	10,4,7,7,12,12,6,6,8,10,7,7,7,7,13,18,8,16,3,22,19,17,11,23,22,20,19,5,1,8,3
Brumadinho	1	1	10	0,1,3,3,5,5,6,7,9,9,11,11,13,13,14,16,16,18,18,20,20,21,23,23,24,26,26,28,28,30,30,31,33,33,35,35,36,38,39,42,43	2020-w17,2020-w22,2020-w26,2020-w26,2020-w30,2020-w30,2020-w31,2020-w32,2020-w35,2020-w35,2020-w37,2020-w37,2020-w44,2020-w44,2020-w47,2020-w49,2020-w49,2020-w52,2020-w52,2021-w02,2021-w02,2021-w03,2021-w06,2021-w06,2021-w07,2021-w09,2021-w09,2021-w11,2021-w11,2021-w13,2021-w13,2021-w14,2021-w16,2021-w16,2021-w18,2021-w18,2021-w19,2021-w21,2021-w22,2021-w26,2021-w28	1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,3,3,6,6,4,4,4,1,1,2,2,4,5,2,2,2
Campestre	1	1	5	0,1,2,4,5,6	2020-w26,2020-w27,2020-w28,2020-w30,2020-w32,2020-w33	1,1,2,3,1,2
Araporã	1	1	6	0,1,2,3,4,5,7,7,8,9,11,11,12,13,14,16,16,18,18,19,21,21,23,23,25,25,27,27,29,29,30,31,32,34,35,36	2020-w23,2020-w24,2020-w25,2020-w26,2020-w28,2020-w29,2020-w35,2020-w35,2020-w36,2020-w40,2020-w44,2020-w44,2020-w45,2021-w06,2021-w07,2021-w09,2021-w09,2021-w11,2021-w11,2021-w12,2021-w14,2021-w14,2021-w16,2021-w16,2021-w18,2021-w18,2021-w20,2021-w20,2021-w22,2021-w22,2021-w23,2021-w24,2021-w25,2021-w27,2021-w28,2021-w29	1,1,2,2,2,2,1,1,1,1,1,1,1,1,4,4,4,3,3,4,2,2,5,5,5,5,1,1,2,2,3,3,4,4,3,2
Alfenas	2	1	13	0,1,2,3,4,5,6,7,8,10,11,14,15	2020-w13,2020-w15,2020-w19,2020-w20,2020-w23,2020-w25,2020-w26,2020-w27,2020-w28,2020-w30,2020-w31,2020-w34,2020-w35	1,1,1,1,1,1,2,6,10,8,3,4,4
Alfenas	2	2	3	17,20,21,22,23,25,25,26,28,28,29,30,31,32,34,34,36,36,37,38,39,41,45,46,47,48,49	2020-w37,2020-w40,2020-w43,2020-w47,2020-w49,2020-w52,2020-w52,2020-w53,2021-w03,2021-w03,2021-w07,2021-w09,2021-w10,2021-w11,2021-w13,2021-w13,2021-w17,2021-w17,2021-w21,2021-w22,2021-w23,2021-w26,2021-w34,2021-w35,2021-w36,2021-w46,2021-w49	3,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,3,2,1,2
Timóteo	5	1	15	0,1,3,3,4,6,6,8,9,10,11,12,13,14,15,16,17	2020-w22,2020-w23,2020-w26,2020-w26,2020-w27,2020-w29,2020-w29,2020-w31,2020-w32,2020-w33,2020-w34,2020-w35,2020-w36,2020-w37,2020-w38,2020-w39,2020-w40	1,1,2,2,3,9,9,11,4,6,4,3,6,2,2,1,2
Timóteo	5	2	5	19,20,22,23,24	2020-w42,2020-w43,2020-w45,2020-w46,2020-w47	4,4,4,3,5
Timóteo	5	3	12	26,29,30,32,35,36	2020-w49,2020-w52,2020-w53,2021-w02,2021-w05,2021-w06	5,3,3,10,10,17
Timóteo	5	4	49	38,39,40,42,42,44,45,47,48,49,50,51,52,53,54,55	2021-w08,2021-w09,2021-w10,2021-w12,2021-w12,2021-w14,2021-w15,2021-w17,2021-w18,2021-w19,2021-w20,2021-w21,2021-w22,2021-w23,2021-w24,2021-w25	16,34,37,43,43,26,18,15,16,9,11,7,4,7,4,7
Timóteo	5	5	7	57,59,59,61,63,64	2021-w27,2021-w29,2021-w29,2021-w31,2021-w34,2021-w36	6,5,5,3,2,2
Araçuaí	1	1	3	0,2,2,3,5,8,9	2020-w25,2020-w35,2020-w35,2020-w36,2020-w38,2020-w47,2020-w48	1,1,1,1,2,1,4
